TestName,SourceType,StartTime,EndTime,NumSamples,MedianDt,MedianFs,MaxAbsTheta1,MaxAbsTheta2Wrapped,MaxAbsTheta2UprightError,MaxAbsOmega1,MaxAbsOmega2,MeanCurrentCommand,MaxAbsCurrentCommand,MaxAbsCurrent,CurrentAbsIntegral,EnableOffTime
swingup_500hz_long_sim_detailed_closed_loop_scale0p4_lim4a_20260707,simulation,0,10,5001,0.002,500,1.12979662418365,3.14159265358979,3.14159265358979,11.7815557385595,22.0752152992524,0.00565869986611126,1.38912582397461,1.40497612276257,2.27193389616747,NaN
