MainsBase_Hz,HarmonicNumber,NearestFrequency_Hz,Amplitude_A
50,1,49.9798142914871,9.40074194679205e-05
50,2,100.000000000011,0.000151946617535186
50,3,149.979814291498,0.000172158931430477
50,4,200.000000000022,0.00018910570774774
60,1,59.9919257165993,0.000224749507097989
60,2,119.983851433199,0.000201700382842469
60,3,180.016148566835,0.000115668732394049
60,4,240.008074283434,6.39158251005998e-05
