TestName,SourceType,StartTime,EndTime,NumSamples,MedianDt,MedianFs,MaxAbsTheta1,MaxAbsTheta2Wrapped,MaxAbsTheta2UprightError,MaxAbsOmega1,MaxAbsOmega2,MeanCurrentCommand,MaxAbsCurrentCommand,MaxAbsCurrent,CurrentAbsIntegral,EnableOffTime
swingup_500hz_long_sim_simple_closed_loop_scale0p4_lim4a_20260707,simulation,0,10,200001,4.99999999998835e-05,20000.0000000466,1.1153108384194,3.14159265358979,3.14159265358979,7.25043759800268,21.1213927074131,4.64249562144044e-07,1.35357875823975,0,0,NaN
