Training console diary: C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260708_222715_td3_mathworks_style_pi_current_1c_500hz_long_detailed_scratch7000\training_console.log
Starting parallel pool (parpool) using the 'Processes' profile ...
Preserving jobs with IDs: 1 8 because they contain crash dump files.
You can use 'delete(myCluster.Jobs)' to remove all jobs created with profile Processes. To create 'myCluster' use 'myCluster = parcluster('Processes')'.
Connected to parallel pool with 22 workers.
Episode:   1/7000 | Episode reward:    24.65 | Episode steps:   58 | Average reward:    24.65 | Step Count:   58 | Episode Q0:    -0.15
Episode:  20/7000 | Episode reward:    48.36 | Episode steps:  101 | Average reward:    13.83 | Step Count: 2273 | Episode Q0:    -0.15
Episode:  21/7000 | Episode reward:    19.82 | Episode steps:   94 | Average reward:    13.50 | Step Count: 2367 | Episode Q0:    -0.15
Episode:  22/7000 | Episode reward:    81.33 | Episode steps:  126 | Average reward:    19.24 | Step Count: 2493 | Episode Q0:    -0.15
Episode:  23/7000 | Episode reward:    13.35 | Episode steps:   82 | Average reward:    33.38 | Step Count: 2575 | Episode Q0:    -0.15
Episode:  24/7000 | Episode reward:    51.53 | Episode steps:   76 | Average reward:    36.59 | Step Count: 2651 | Episode Q0:    -0.15
Episode:  25/7000 | Episode reward:    39.66 | Episode steps:  101 | Average reward:    37.18 | Step Count: 2752 | Episode Q0:    -0.15
Episode:  26/7000 | Episode reward:    20.61 | Episode steps:   80 | Average reward:    36.40 | Step Count: 2832 | Episode Q0:    -0.15
Episode:  27/7000 | Episode reward:    36.60 | Episode steps:   91 | Average reward:    37.28 | Step Count: 2923 | Episode Q0:    -0.15
Episode:  28/7000 | Episode reward:    36.82 | Episode steps:   99 | Average reward:    39.32 | Step Count: 3022 | Episode Q0:    -0.15
Episode:  29/7000 | Episode reward:    36.23 | Episode steps:   90 | Average reward:    38.43 | Step Count: 3112 | Episode Q0:    -0.15
Episode:  30/7000 | Episode reward:    35.70 | Episode steps:   77 | Average reward:    37.16 | Step Count: 3189 | Episode Q0:    -0.15
Episode:  31/7000 | Episode reward:    21.64 | Episode steps:   42 | Average reward:    37.35 | Step Count: 3231 | Episode Q0:    -0.15
Episode:  32/7000 | Episode reward:    43.55 | Episode steps:  111 | Average reward:    33.57 | Step Count: 3342 | Episode Q0:    -0.15
Episode:  33/7000 | Episode reward:    44.23 | Episode steps:   79 | Average reward:    36.66 | Step Count: 3421 | Episode Q0:    -0.15
Episode:  34/7000 | Episode reward:    -6.11 | Episode steps:   64 | Average reward:    30.89 | Step Count: 3485 | Episode Q0:    -0.15
Episode:  35/7000 | Episode reward:    17.03 | Episode steps:   40 | Average reward:    28.63 | Step Count: 3525 | Episode Q0:    -0.15
Episode:  36/7000 | Episode reward:    11.17 | Episode steps:  122 | Average reward:    27.69 | Step Count: 3647 | Episode Q0:    -0.15
Episode:  37/7000 | Episode reward:    24.44 | Episode steps:   84 | Average reward:    26.47 | Step Count: 3731 | Episode Q0:    -0.15
Episode:  38/7000 | Episode reward:    39.59 | Episode steps:  110 | Average reward:    26.75 | Step Count: 3841 | Episode Q0:    -0.15
Episode:  39/7000 | Episode reward:    35.24 | Episode steps:   94 | Average reward:    26.65 | Step Count: 3935 | Episode Q0:    -0.15
Episode:  40/7000 | Episode reward:    49.47 | Episode steps:  223 | Average reward:    28.03 | Step Count: 4158 | Episode Q0:    -0.15
Episode:  41/7000 | Episode reward:    31.69 | Episode steps:  101 | Average reward:    29.03 | Step Count: 4259 | Episode Q0:    -0.15
Episode:  42/7000 | Episode reward:    93.71 | Episode steps:  238 | Average reward:    34.05 | Step Count: 4497 | Episode Q0:    -0.15
Episode:  43/7000 | Episode reward:   102.87 | Episode steps:  298 | Average reward:    39.91 | Step Count: 4795 | Episode Q0:    -0.15
Episode:  44/7000 | Episode reward:    16.32 | Episode steps:   65 | Average reward:    42.15 | Step Count: 4860 | Episode Q0:    -0.15
Episode:  45/7000 | Episode reward:    33.49 | Episode steps:   69 | Average reward:    43.80 | Step Count: 4929 | Episode Q0:    -0.15
Episode:  46/7000 | Episode reward:    20.04 | Episode steps:   87 | Average reward:    44.69 | Step Count: 5016 | Episode Q0:    -0.15
Episode:  47/7000 | Episode reward:    30.44 | Episode steps:   89 | Average reward:    45.29 | Step Count: 5105 | Episode Q0:    -0.15
Episode:  48/7000 | Episode reward:    46.31 | Episode steps:  108 | Average reward:    45.96 | Step Count: 5213 | Episode Q0:    -0.15
Episode:  49/7000 | Episode reward:    34.66 | Episode steps:   98 | Average reward:    45.90 | Step Count: 5311 | Episode Q0:    -0.15
Episode:  50/7000 | Episode reward:    10.13 | Episode steps:   47 | Average reward:    41.97 | Step Count: 5358 | Episode Q0:    -0.15
Episode:  51/7000 | Episode reward:    29.33 | Episode steps:   85 | Average reward:    41.73 | Step Count: 5443 | Episode Q0:    -0.15
Episode:  52/7000 | Episode reward:   -23.00 | Episode steps:   96 | Average reward:    30.06 | Step Count: 5539 | Episode Q0:    -0.15
Episode:  53/7000 | Episode reward:    35.99 | Episode steps:  109 | Average reward:    23.37 | Step Count: 5648 | Episode Q0:     0.47
Episode:  54/7000 | Episode reward:    16.32 | Episode steps:   95 | Average reward:    23.37 | Step Count: 5743 | Episode Q0:     0.47
Episode:  55/7000 | Episode reward:    50.10 | Episode steps:  103 | Average reward:    25.03 | Step Count: 5846 | Episode Q0:     0.47
Episode:  56/7000 | Episode reward:    -4.43 | Episode steps:   97 | Average reward:    22.59 | Step Count: 5943 | Episode Q0:     0.47
Episode:  57/7000 | Episode reward:    31.67 | Episode steps:   82 | Average reward:    22.71 | Step Count: 6025 | Episode Q0:     0.47
Episode:  58/7000 | Episode reward:    32.39 | Episode steps:   73 | Average reward:    21.32 | Step Count: 6098 | Episode Q0:     0.47
Episode:  59/7000 | Episode reward:    31.05 | Episode steps:   96 | Average reward:    20.96 | Step Count: 6194 | Episode Q0:     0.47
Episode:  60/7000 | Episode reward:    52.15 | Episode steps:  122 | Average reward:    25.16 | Step Count: 6316 | Episode Q0:     0.47
Episode:  61/7000 | Episode reward:     8.34 | Episode steps:   83 | Average reward:    23.06 | Step Count: 6399 | Episode Q0:     0.47
Episode:  62/7000 | Episode reward:    37.79 | Episode steps:  110 | Average reward:    29.14 | Step Count: 6509 | Episode Q0:     0.47
Episode:  63/7000 | Episode reward:    34.12 | Episode steps:   99 | Average reward:    28.95 | Step Count: 6608 | Episode Q0:     0.47
Episode:  64/7000 | Episode reward:    28.37 | Episode steps:   77 | Average reward:    30.15 | Step Count: 6685 | Episode Q0:     0.47
Episode:  65/7000 | Episode reward:    33.86 | Episode steps:   78 | Average reward:    28.53 | Step Count: 6763 | Episode Q0:     0.47
Episode:  66/7000 | Episode reward:    26.15 | Episode steps:   99 | Average reward:    31.59 | Step Count: 6862 | Episode Q0:     0.47
Episode:  67/7000 | Episode reward:    12.96 | Episode steps:   73 | Average reward:    29.72 | Step Count: 6935 | Episode Q0:     0.47
Episode:  68/7000 | Episode reward:     7.14 | Episode steps:   60 | Average reward:    27.19 | Step Count: 6995 | Episode Q0:     0.47
Episode:  69/7000 | Episode reward:    26.15 | Episode steps:  122 | Average reward:    26.70 | Step Count: 7117 | Episode Q0:     0.47
Episode:  70/7000 | Episode reward:    24.56 | Episode steps:   60 | Average reward:    23.94 | Step Count: 7177 | Episode Q0:     0.47
Episode:  71/7000 | Episode reward:    26.95 | Episode steps:   60 | Average reward:    25.81 | Step Count: 7237 | Episode Q0:     0.47
Episode:  72/7000 | Episode reward:    47.76 | Episode steps:   84 | Average reward:    26.80 | Step Count: 7321 | Episode Q0:     0.47
Episode:  73/7000 | Episode reward:    19.51 | Episode steps:   60 | Average reward:    25.34 | Step Count: 7381 | Episode Q0:     0.47
Episode:  74/7000 | Episode reward:    30.17 | Episode steps:   66 | Average reward:    25.52 | Step Count: 7447 | Episode Q0:     0.47
Episode:  75/7000 | Episode reward:   144.67 | Episode steps:  341 | Average reward:    36.60 | Step Count: 7788 | Episode Q0:     0.47
Episode:  76/7000 | Episode reward:   172.90 | Episode steps:  385 | Average reward:    51.28 | Step Count: 8173 | Episode Q0:     0.47
Episode:  77/7000 | Episode reward:    38.09 | Episode steps:   80 | Average reward:    53.79 | Step Count: 8253 | Episode Q0:     0.47
Episode:  78/7000 | Episode reward:    37.56 | Episode steps:   71 | Average reward:    56.83 | Step Count: 8324 | Episode Q0:     0.47
Episode:  79/7000 | Episode reward:    23.97 | Episode steps:   73 | Average reward:    56.61 | Step Count: 8397 | Episode Q0:     0.47
Episode:  80/7000 | Episode reward:     7.71 | Episode steps:   69 | Average reward:    54.93 | Step Count: 8466 | Episode Q0:     0.47
Episode:  81/7000 | Episode reward:    42.72 | Episode steps:   76 | Average reward:    56.51 | Step Count: 8542 | Episode Q0:     0.47
Episode:  82/7000 | Episode reward:    20.55 | Episode steps:   52 | Average reward:    53.79 | Step Count: 8594 | Episode Q0:     0.47
Episode:  83/7000 | Episode reward:   113.95 | Episode steps:  283 | Average reward:    63.23 | Step Count: 8877 | Episode Q0:     0.47
Episode:  84/7000 | Episode reward:     9.43 | Episode steps:   83 | Average reward:    61.16 | Step Count: 8960 | Episode Q0:     0.47
Episode:  85/7000 | Episode reward:    14.70 | Episode steps:   41 | Average reward:    48.16 | Step Count: 9001 | Episode Q0:     0.47
Episode:  86/7000 | Episode reward:    26.69 | Episode steps:   76 | Average reward:    33.54 | Step Count: 9077 | Episode Q0:     0.47
Episode:  87/7000 | Episode reward:    52.32 | Episode steps:   90 | Average reward:    34.96 | Step Count: 9167 | Episode Q0:     0.72
Episode:  88/7000 | Episode reward:    19.84 | Episode steps:   42 | Average reward:    33.19 | Step Count: 9209 | Episode Q0:     0.72
Episode:  89/7000 | Episode reward:    31.79 | Episode steps:   76 | Average reward:    33.97 | Step Count: 9285 | Episode Q0:     0.72
Episode:  90/7000 | Episode reward:   118.69 | Episode steps:  342 | Average reward:    45.07 | Step Count: 9627 | Episode Q0:     0.72
Episode:  91/7000 | Episode reward:   122.78 | Episode steps:  305 | Average reward:    53.07 | Step Count: 9932 | Episode Q0:     0.72
Episode:  92/7000 | Episode reward:   132.39 | Episode steps:  347 | Average reward:    64.26 | Step Count: 10279 | Episode Q0:     0.72
Episode:  93/7000 | Episode reward:    22.31 | Episode steps:   76 | Average reward:    55.09 | Step Count: 10355 | Episode Q0:     0.72
Episode:  94/7000 | Episode reward:    93.10 | Episode steps:  268 | Average reward:    63.46 | Step Count: 10623 | Episode Q0:     0.72
Episode:  95/7000 | Episode reward:    25.14 | Episode steps:   52 | Average reward:    64.50 | Step Count: 10675 | Episode Q0:     0.72
Episode:  96/7000 | Episode reward:   127.30 | Episode steps:  321 | Average reward:    74.57 | Step Count: 10996 | Episode Q0:     0.72
Episode:  97/7000 | Episode reward:    39.38 | Episode steps:   78 | Average reward:    73.27 | Step Count: 11074 | Episode Q0:     0.72
Episode:  98/7000 | Episode reward:    60.54 | Episode steps:   97 | Average reward:    77.34 | Step Count: 11171 | Episode Q0:     0.72
Episode:  99/7000 | Episode reward:   -13.55 | Episode steps:   57 | Average reward:    72.81 | Step Count: 11228 | Episode Q0:     0.72
Episode: 100/7000 | Episode reward:    41.03 | Episode steps:   73 | Average reward:    65.04 | Step Count: 11301 | Episode Q0:     0.72
Episode: 101/7000 | Episode reward:    -5.30 | Episode steps:   49 | Average reward:    52.23 | Step Count: 11350 | Episode Q0:     0.72
Episode: 102/7000 | Episode reward:    18.30 | Episode steps:   60 | Average reward:    40.82 | Step Count: 11410 | Episode Q0:     0.72
Episode: 103/7000 | Episode reward:   -24.13 | Episode steps:   58 | Average reward:    36.18 | Step Count: 11468 | Episode Q0:     0.72
Episode: 104/7000 | Episode reward:    19.57 | Episode steps:   50 | Average reward:    28.83 | Step Count: 11518 | Episode Q0:     0.72
Episode: 105/7000 | Episode reward:     2.60 | Episode steps:   39 | Average reward:    26.57 | Step Count: 11557 | Episode Q0:     0.72
Episode: 106/7000 | Episode reward:     6.27 | Episode steps:   32 | Average reward:    14.47 | Step Count: 11589 | Episode Q0:     0.72
Episode: 107/7000 | Episode reward:    33.63 | Episode steps:   80 | Average reward:    13.89 | Step Count: 11669 | Episode Q0:     0.72
Episode: 108/7000 | Episode reward:    -8.81 | Episode steps:   69 | Average reward:     6.96 | Step Count: 11738 | Episode Q0:     0.72
Episode: 109/7000 | Episode reward:    40.25 | Episode steps:   92 | Average reward:    12.34 | Step Count: 11830 | Episode Q0:     0.72
Episode: 110/7000 | Episode reward:    27.06 | Episode steps:   60 | Average reward:    10.94 | Step Count: 11890 | Episode Q0:     0.72
Episode: 111/7000 | Episode reward:   -10.27 | Episode steps:   59 | Average reward:    10.45 | Step Count: 11949 | Episode Q0:     0.72
Episode: 112/7000 | Episode reward:     5.75 | Episode steps:   66 | Average reward:     9.19 | Step Count: 12015 | Episode Q0:     0.72
Episode: 113/7000 | Episode reward:    18.63 | Episode steps:   80 | Average reward:    13.47 | Step Count: 12095 | Episode Q0:     0.72
Episode: 114/7000 | Episode reward:   -17.67 | Episode steps:   57 | Average reward:     9.74 | Step Count: 12152 | Episode Q0:     0.72
Episode: 115/7000 | Episode reward:    15.31 | Episode steps:   88 | Average reward:    11.02 | Step Count: 12240 | Episode Q0:     0.72
Episode: 116/7000 | Episode reward:    23.85 | Episode steps:   64 | Average reward:    12.77 | Step Count: 12304 | Episode Q0:     0.72
Episode: 117/7000 | Episode reward:    -2.86 | Episode steps:   74 | Average reward:     9.13 | Step Count: 12378 | Episode Q0:     0.72
Episode: 118/7000 | Episode reward:    19.26 | Episode steps:   43 | Average reward:    11.93 | Step Count: 12421 | Episode Q0:     0.72
Episode: 119/7000 | Episode reward:     8.80 | Episode steps:   70 | Average reward:     8.79 | Step Count: 12491 | Episode Q0:     0.72
Episode: 120/7000 | Episode reward:    18.66 | Episode steps:   77 | Average reward:     7.95 | Step Count: 12568 | Episode Q0:     0.72
Episode: 121/7000 | Episode reward:    26.05 | Episode steps:   67 | Average reward:    11.58 | Step Count: 12635 | Episode Q0:     0.72
Episode: 122/7000 | Episode reward:    20.65 | Episode steps:   54 | Average reward:    13.07 | Step Count: 12689 | Episode Q0:     0.72
Episode: 123/7000 | Episode reward:    15.36 | Episode steps:   38 | Average reward:    12.74 | Step Count: 12727 | Episode Q0:     0.72
Episode: 124/7000 | Episode reward:    16.97 | Episode steps:   43 | Average reward:    16.21 | Step Count: 12770 | Episode Q0:     0.72
Episode: 125/7000 | Episode reward:    15.97 | Episode steps:   74 | Average reward:    16.27 | Step Count: 12844 | Episode Q0:     0.96
Episode: 126/7000 | Episode reward:    18.31 | Episode steps:   40 | Average reward:    15.72 | Step Count: 12884 | Episode Q0:     0.96
Episode: 127/7000 | Episode reward:     0.49 | Episode steps:   59 | Average reward:    16.05 | Step Count: 12943 | Episode Q0:     0.96
Episode: 128/7000 | Episode reward:    12.29 | Episode steps:   59 | Average reward:    15.35 | Step Count: 13002 | Episode Q0:     0.96
Episode: 129/7000 | Episode reward:     6.18 | Episode steps:   67 | Average reward:    15.09 | Step Count: 13069 | Episode Q0:     0.96
Episode: 130/7000 | Episode reward:     9.85 | Episode steps:   79 | Average reward:    14.21 | Step Count: 13148 | Episode Q0:     0.96
Episode: 131/7000 | Episode reward:     4.09 | Episode steps:   75 | Average reward:    12.02 | Step Count: 13223 | Episode Q0:     0.96
Episode: 132/7000 | Episode reward:     7.91 | Episode steps:   47 | Average reward:    10.74 | Step Count: 13270 | Episode Q0:     0.96
Episode: 133/7000 | Episode reward:    26.46 | Episode steps:   85 | Average reward:    11.85 | Step Count: 13355 | Episode Q0:     0.96
Episode: 134/7000 | Episode reward:    -1.93 | Episode steps:   43 | Average reward:     9.96 | Step Count: 13398 | Episode Q0:     0.96
Episode: 135/7000 | Episode reward:    25.92 | Episode steps:   68 | Average reward:    10.96 | Step Count: 13466 | Episode Q0:     0.96
Episode: 136/7000 | Episode reward:    -8.54 | Episode steps:   68 | Average reward:     8.27 | Step Count: 13534 | Episode Q0:     0.96
Episode: 137/7000 | Episode reward:    11.63 | Episode steps:   63 | Average reward:     9.39 | Step Count: 13597 | Episode Q0:     0.96
Episode: 138/7000 | Episode reward:    25.87 | Episode steps:   66 | Average reward:    10.75 | Step Count: 13663 | Episode Q0:     0.96
Episode: 139/7000 | Episode reward:   -28.92 | Episode steps:   57 | Average reward:     7.24 | Step Count: 13720 | Episode Q0:     0.96
Episode: 140/7000 | Episode reward:    14.30 | Episode steps:   67 | Average reward:     7.68 | Step Count: 13787 | Episode Q0:     0.96
Episode: 141/7000 | Episode reward:    26.41 | Episode steps:   50 | Average reward:     9.91 | Step Count: 13837 | Episode Q0:     0.96
Episode: 142/7000 | Episode reward:    12.16 | Episode steps:   64 | Average reward:    10.34 | Step Count: 13901 | Episode Q0:     0.96
Episode: 143/7000 | Episode reward:    24.44 | Episode steps:   64 | Average reward:    10.13 | Step Count: 13965 | Episode Q0:     0.96
Episode: 144/7000 | Episode reward:    20.53 | Episode steps:   65 | Average reward:    12.38 | Step Count: 14030 | Episode Q0:     0.96
Episode: 145/7000 | Episode reward:    21.21 | Episode steps:   52 | Average reward:    11.91 | Step Count: 14082 | Episode Q0:     0.96
Episode: 146/7000 | Episode reward:     4.82 | Episode steps:   33 | Average reward:    13.25 | Step Count: 14115 | Episode Q0:     0.96
Episode: 147/7000 | Episode reward:    20.72 | Episode steps:   56 | Average reward:    14.15 | Step Count: 14171 | Episode Q0:     0.96
Episode: 148/7000 | Episode reward:    15.81 | Episode steps:   61 | Average reward:    13.15 | Step Count: 14232 | Episode Q0:     0.96
Episode: 149/7000 | Episode reward:    29.41 | Episode steps:   55 | Average reward:    18.98 | Step Count: 14287 | Episode Q0:     0.96
Episode: 150/7000 | Episode reward:    10.55 | Episode steps:   32 | Average reward:    18.61 | Step Count: 14319 | Episode Q0:     0.96
Episode: 151/7000 | Episode reward:    15.01 | Episode steps:   42 | Average reward:    17.47 | Step Count: 14361 | Episode Q0:     0.96
Episode: 152/7000 | Episode reward:    22.02 | Episode steps:   40 | Average reward:    18.45 | Step Count: 14401 | Episode Q0:     0.96
Episode: 153/7000 | Episode reward:    33.05 | Episode steps:   52 | Average reward:    19.31 | Step Count: 14453 | Episode Q0:     0.96
Episode: 154/7000 | Episode reward:   -24.36 | Episode steps:   50 | Average reward:    14.82 | Step Count: 14503 | Episode Q0:     0.96
Episode: 155/7000 | Episode reward:    12.28 | Episode steps:   32 | Average reward:    13.93 | Step Count: 14535 | Episode Q0:     0.96
Episode: 156/7000 | Episode reward:    -0.64 | Episode steps:   49 | Average reward:    13.38 | Step Count: 14584 | Episode Q0:     0.96
Episode: 157/7000 | Episode reward:    21.38 | Episode steps:   59 | Average reward:    13.45 | Step Count: 14643 | Episode Q0:     0.96
Episode: 158/7000 | Episode reward:    29.20 | Episode steps:   81 | Average reward:    14.79 | Step Count: 14724 | Episode Q0:     0.96
Episode: 159/7000 | Episode reward:   -24.13 | Episode steps:   48 | Average reward:     9.43 | Step Count: 14772 | Episode Q0:     0.96
Episode: 160/7000 | Episode reward:     1.83 | Episode steps:   67 | Average reward:     8.56 | Step Count: 14839 | Episode Q0:     0.96
Episode: 161/7000 | Episode reward:    -1.45 | Episode steps:   54 | Average reward:     6.92 | Step Count: 14893 | Episode Q0:     0.96
Episode: 162/7000 | Episode reward:    20.64 | Episode steps:   65 | Average reward:     6.78 | Step Count: 14958 | Episode Q0:     0.96
Episode: 163/7000 | Episode reward:     1.38 | Episode steps:   63 | Average reward:     3.61 | Step Count: 15021 | Episode Q0:     1.22
Episode: 164/7000 | Episode reward:    27.43 | Episode steps:   66 | Average reward:     8.79 | Step Count: 15087 | Episode Q0:     1.22
Episode: 165/7000 | Episode reward:    12.52 | Episode steps:   72 | Average reward:     8.82 | Step Count: 15159 | Episode Q0:     1.22
Episode: 166/7000 | Episode reward:    -5.44 | Episode steps:   55 | Average reward:     8.33 | Step Count: 15214 | Episode Q0:     1.22
Episode: 167/7000 | Episode reward:    38.21 | Episode steps:   90 | Average reward:    10.02 | Step Count: 15304 | Episode Q0:     1.22
Episode: 168/7000 | Episode reward:   -32.49 | Episode steps:   56 | Average reward:     3.85 | Step Count: 15360 | Episode Q0:     1.22
Episode: 169/7000 | Episode reward:    19.52 | Episode steps:   57 | Average reward:     8.21 | Step Count: 15417 | Episode Q0:     1.22
Episode: 170/7000 | Episode reward:    26.58 | Episode steps:   67 | Average reward:    10.69 | Step Count: 15484 | Episode Q0:     1.22
Episode: 171/7000 | Episode reward:     7.32 | Episode steps:   41 | Average reward:    11.57 | Step Count: 15525 | Episode Q0:     1.22
Episode: 172/7000 | Episode reward:     9.78 | Episode steps:   69 | Average reward:    10.48 | Step Count: 15594 | Episode Q0:     1.22
Episode: 173/7000 | Episode reward:    -9.88 | Episode steps:   45 | Average reward:     9.35 | Step Count: 15639 | Episode Q0:     1.22
Episode: 174/7000 | Episode reward:    10.30 | Episode steps:   66 | Average reward:     7.64 | Step Count: 15705 | Episode Q0:     1.22
Episode: 175/7000 | Episode reward:    22.49 | Episode steps:   63 | Average reward:     8.64 | Step Count: 15768 | Episode Q0:     1.22
Episode: 176/7000 | Episode reward:    -0.26 | Episode steps:   74 | Average reward:     9.16 | Step Count: 15842 | Episode Q0:     1.22
Episode: 177/7000 | Episode reward:    31.98 | Episode steps:   64 | Average reward:     8.53 | Step Count: 15906 | Episode Q0:     1.22
Episode: 178/7000 | Episode reward:    28.20 | Episode steps:   73 | Average reward:    14.60 | Step Count: 15979 | Episode Q0:     1.22
Episode: 179/7000 | Episode reward:    -7.99 | Episode steps:   57 | Average reward:    11.85 | Step Count: 16036 | Episode Q0:     1.22
Episode: 180/7000 | Episode reward:    22.04 | Episode steps:   62 | Average reward:    11.40 | Step Count: 16098 | Episode Q0:     1.22
Episode: 181/7000 | Episode reward:    15.34 | Episode steps:   39 | Average reward:    12.20 | Step Count: 16137 | Episode Q0:     1.22
Episode: 182/7000 | Episode reward:    13.62 | Episode steps:   62 | Average reward:    12.58 | Step Count: 16199 | Episode Q0:     1.22
Episode: 183/7000 | Episode reward:    21.72 | Episode steps:   59 | Average reward:    15.74 | Step Count: 16258 | Episode Q0:     1.22
Episode: 184/7000 | Episode reward:    40.73 | Episode steps:   83 | Average reward:    18.79 | Step Count: 16341 | Episode Q0:     1.22
Episode: 185/7000 | Episode reward:     8.66 | Episode steps:   50 | Average reward:    17.40 | Step Count: 16391 | Episode Q0:     1.22
Episode: 186/7000 | Episode reward:    18.47 | Episode steps:   64 | Average reward:    19.28 | Step Count: 16455 | Episode Q0:     1.22
Episode: 187/7000 | Episode reward:    21.70 | Episode steps:   51 | Average reward:    18.25 | Step Count: 16506 | Episode Q0:     1.22
Episode: 188/7000 | Episode reward:    10.10 | Episode steps:   56 | Average reward:    16.44 | Step Count: 16562 | Episode Q0:     1.22
Episode: 189/7000 | Episode reward:     1.69 | Episode steps:   69 | Average reward:    17.41 | Step Count: 16631 | Episode Q0:     1.22
Episode: 190/7000 | Episode reward:    25.16 | Episode steps:   51 | Average reward:    17.72 | Step Count: 16682 | Episode Q0:     1.22
Episode: 191/7000 | Episode reward:     0.10 | Episode steps:   66 | Average reward:    16.20 | Step Count: 16748 | Episode Q0:     1.22
Episode: 192/7000 | Episode reward:    20.69 | Episode steps:   54 | Average reward:    16.90 | Step Count: 16802 | Episode Q0:     1.22
Episode: 193/7000 | Episode reward:   -19.98 | Episode steps:   68 | Average reward:    12.73 | Step Count: 16870 | Episode Q0:     1.22
Episode: 194/7000 | Episode reward:    31.64 | Episode steps:   64 | Average reward:    11.82 | Step Count: 16934 | Episode Q0:     1.22
Episode: 195/7000 | Episode reward:    40.81 | Episode steps:   86 | Average reward:    15.04 | Step Count: 17020 | Episode Q0:     1.22
Episode: 196/7000 | Episode reward:    24.14 | Episode steps:   42 | Average reward:    15.61 | Step Count: 17062 | Episode Q0:     1.22
Episode: 197/7000 | Episode reward:    22.84 | Episode steps:   60 | Average reward:    15.72 | Step Count: 17122 | Episode Q0:     1.22
Episode: 198/7000 | Episode reward:    -6.11 | Episode steps:   44 | Average reward:    14.10 | Step Count: 17166 | Episode Q0:     1.22
Episode: 199/7000 | Episode reward:    21.41 | Episode steps:   60 | Average reward:    16.07 | Step Count: 17226 | Episode Q0:     1.22
Episode: 200/7000 | Episode reward:    10.18 | Episode steps:   71 | Average reward:    14.57 | Step Count: 17297 | Episode Q0:     1.22
Episode: 201/7000 | Episode reward:    30.41 | Episode steps:   64 | Average reward:    17.60 | Step Count: 17361 | Episode Q0:     1.53
Episode: 202/7000 | Episode reward:    17.81 | Episode steps:   53 | Average reward:    17.32 | Step Count: 17414 | Episode Q0:     1.53
