time,sensor(1),sensor(2),sensor(3),sensor(4),time.1,act,time.2,volt,time.3,reward,theta_wrapped,phi_wrapped
1.232,-0.3028,6.348,1.257,-0.5005,,,1.232,1.016,,,,
1.233,-0.3011,6.347,1.27,-0.5037,,,1.233,1.016,,,,
1.235,-0.2984,6.346,1.291,-0.509,,,1.235,0.9945,,,,
1.235,-0.2981,6.346,1.293,-0.5094,,,1.235,0.9945,,,,
1.235,-0.2978,6.346,1.295,-0.51,,,1.235,0.9945,,,,
1.236,-0.2975,6.346,1.297,-0.5105,,,1.236,0.9945,,,,
1.236,-0.2969,6.346,1.301,-0.5115,,,1.236,0.9945,,,,
1.237,-0.2963,6.345,1.306,-0.5124,,,1.237,0.9945,,,,
1.238,-0.2944,6.345,1.319,-0.5156,,,1.238,0.9945,,,,
1.24,-0.2918,6.344,1.338,-0.5201,,,1.24,0.9728,,,,
1.24,-0.2915,6.343,1.339,-0.5205,,,1.24,0.9728,,,,
1.24,-0.2912,6.343,1.342,-0.521,,,1.24,0.9728,,,,
1.241,-0.2909,6.343,1.344,-0.5215,,,1.241,0.9728,,,,
1.241,-0.2903,6.343,1.348,-0.5224,,,1.241,0.9728,,,,
1.242,-0.2897,6.343,1.352,-0.5232,,,1.242,0.9728,,,,
1.243,-0.2878,6.342,1.364,-0.526,,,1.243,0.9728,,,,
1.245,-0.285,6.341,1.382,-0.5304,,,1.245,0.9408,,,,
1.245,-0.2849,6.341,1.383,-0.5306,,,1.245,0.9408,,,,
1.245,-0.2846,6.341,1.385,-0.5309,,,1.245,0.9408,,,,
1.246,-0.2843,6.341,1.387,-0.5312,,,1.246,0.9408,,,,
1.246,-0.2837,6.34,1.39,-0.5319,,,1.246,0.9408,,,,
1.246,-0.2833,6.34,1.393,-0.5324,,,1.246,0.9408,,,,
1.247,-0.2823,6.34,1.398,-0.5335,,,1.247,0.9408,,,,
1.248,-0.2802,6.339,1.411,-0.536,,,1.248,0.9408,,,,
1.25,-0.278,6.338,1.424,-0.5388,,,1.25,0.8997,,,,
1.25,-0.2779,6.338,1.424,-0.5389,,,1.25,0.8997,,,,
1.25,-0.2776,6.338,1.426,-0.5392,,,1.25,0.8997,,,,
1.25,-0.2774,6.338,1.427,-0.5394,,,1.25,0.8997,,,,
1.251,-0.2769,6.338,1.43,-0.5397,,,1.251,0.8997,,,,
1.251,-0.2765,6.338,1.432,-0.54,,,1.251,0.8997,,,,
1.252,-0.2758,6.337,1.435,-0.5405,,,1.252,0.8997,,,,
1.252,-0.2745,6.337,1.442,-0.5415,,,1.252,0.8997,,,,
1.255,-0.2708,6.336,1.461,-0.5447,,,1.255,0.8635,,,,
1.255,-0.2706,6.335,1.462,-0.5449,,,1.255,0.8635,,,,
1.255,-0.2703,6.335,1.463,-0.545,,,1.255,0.8635,,,,
1.255,-0.27,6.335,1.465,-0.5451,,,1.255,0.8635,,,,
1.256,-0.2696,6.335,1.467,-0.5453,,,1.256,0.8635,,,,
1.256,-0.2692,6.335,1.469,-0.5455,,,1.256,0.8635,,,,
1.257,-0.2683,6.335,1.472,-0.5459,,,1.257,0.8635,,,,
1.258,-0.2667,6.334,1.48,-0.5468,,,1.258,0.8635,,,,
1.26,-0.2634,6.333,1.495,-0.5487,,,1.26,0.832,,,,
1.26,-0.2632,6.333,1.496,-0.5488,,,1.26,0.832,,,,
1.26,-0.2629,6.333,1.497,-0.5489,,,1.26,0.832,,,,
1.261,-0.2626,6.333,1.498,-0.5489,,,1.261,0.832,,,,
1.261,-0.2621,6.332,1.5,-0.5491,,,1.261,0.832,,,,
1.261,-0.2616,6.332,1.502,-0.5492,,,1.261,0.832,,,,
1.262,-0.2606,6.332,1.507,-0.5495,,,1.262,0.832,,,,
1.263,-0.2585,6.331,1.515,-0.5502,,,1.263,0.832,,,,
1.265,-0.2558,6.33,1.526,-0.5512,,,1.265,0.8045,,,,
1.265,-0.2556,6.33,1.527,-0.5513,,,1.265,0.8045,,,,
1.265,-0.2553,6.33,1.528,-0.5513,,,1.265,0.8045,,,,
1.266,-0.255,6.33,1.529,-0.5514,,,1.266,0.8045,,,,
1.266,-0.2544,6.33,1.531,-0.5514,,,1.266,0.8045,,,,
1.266,-0.2538,6.329,1.533,-0.5515,,,1.266,0.8045,,,,
1.267,-0.2526,6.329,1.538,-0.5517,,,1.267,0.8045,,,,
1.269,-0.2497,6.328,1.549,-0.5523,,,1.269,0.8045,,,,
1.27,-0.2481,6.327,1.554,-0.5528,,,1.27,0.7742,,,,
1.27,-0.2479,6.327,1.555,-0.5528,,,1.27,0.7742,,,,
1.27,-0.2475,6.327,1.557,-0.5528,,,1.27,0.7742,,,,
1.271,-0.2472,6.327,1.558,-0.5528,,,1.271,0.7742,,,,
1.271,-0.2465,6.327,1.56,-0.5528,,,1.271,0.7742,,,,
1.272,-0.2458,6.326,1.562,-0.5528,,,1.272,0.7742,,,,
1.274,-0.2423,6.325,1.574,-0.5529,,,1.274,0.7742,,,,
1.275,-0.2403,6.325,1.58,-0.5532,,,1.275,0.7425,,,,
1.275,-0.2401,6.324,1.581,-0.5532,,,1.275,0.7425,,,,
1.275,-0.2396,6.324,1.582,-0.5531,,,1.275,0.7425,,,,
1.276,-0.2393,6.324,1.583,-0.5531,,,1.276,0.7425,,,,
1.276,-0.2387,6.324,1.585,-0.5529,,,1.276,0.7425,,,,
1.276,-0.238,6.324,1.587,-0.5528,,,1.276,0.7425,,,,
1.278,-0.2351,6.323,1.595,-0.5525,,,1.278,0.7425,,,,
1.28,-0.2323,6.322,1.603,-0.5524,,,1.28,0.7212,,,,
1.28,-0.232,6.322,1.604,-0.5524,,,1.28,0.7212,,,,
1.28,-0.2316,6.322,1.605,-0.5523,,,1.28,0.7212,,,,
1.281,-0.2313,6.321,1.606,-0.5522,,,1.281,0.7212,,,,
1.281,-0.2305,6.321,1.608,-0.5521,,,1.281,0.7212,,,,
1.282,-0.2298,6.321,1.61,-0.5519,,,1.282,0.7212,,,,
1.283,-0.2277,6.32,1.615,-0.5516,,,1.283,0.7212,,,,
1.285,-0.2243,6.319,1.624,-0.5514,,,1.285,0.6987,,,,
1.285,-0.224,6.319,1.625,-0.5514,,,1.285,0.6987,,,,
1.285,-0.2236,6.319,1.626,-0.5513,,,1.285,0.6987,,,,
1.286,-0.2232,6.319,1.627,-0.5512,,,1.286,0.6987,,,,
1.286,-0.2225,6.318,1.628,-0.5511,,,1.286,0.6987,,,,
1.286,-0.2218,6.318,1.63,-0.5509,,,1.286,0.6987,,,,
1.288,-0.22,6.318,1.634,-0.5506,,,1.288,0.6987,,,,
1.29,-0.2161,6.316,1.643,-0.5502,,,1.29,0.6735,,,,
1.29,-0.2158,6.316,1.644,-0.5502,,,1.29,0.6735,,,,
1.29,-0.2153,6.316,1.645,-0.5501,,,1.29,0.6735,,,,
1.291,-0.215,6.316,1.646,-0.5499,,,1.291,0.6735,,,,
1.291,-0.2141,6.316,1.648,-0.5497,,,1.291,0.6735,,,,
1.292,-0.2133,6.315,1.649,-0.5495,,,1.292,0.6735,,,,
1.293,-0.2112,6.315,1.654,-0.549,,,1.293,0.6735,,,,
1.295,-0.2078,6.314,1.661,-0.5486,,,1.295,0.6464,,,,
1.295,-0.2076,6.313,1.661,-0.5485,,,1.295,0.6464,,,,
1.295,-0.2071,6.313,1.662,-0.5484,,,1.295,0.6464,,,,
1.296,-0.2067,6.313,1.663,-0.5483,,,1.296,0.6464,,,,
1.296,-0.2059,6.313,1.664,-0.548,,,1.296,0.6464,,,,
1.297,-0.2051,6.313,1.666,-0.5477,,,1.297,0.6464,,,,
1.298,-0.2028,6.312,1.67,-0.547,,,1.298,0.6464,,,,
1.3,-0.1995,6.311,1.676,-0.5464,,,1.3,0.6181,,,,
1.3,-0.1992,6.311,1.676,-0.5463,,,1.3,0.6181,,,,
1.3,-0.1988,6.311,1.677,-0.5461,,,1.3,0.6181,,,,
1.301,-0.1984,6.31,1.677,-0.546,,,1.301,0.6181,,,,
1.301,-0.1976,6.31,1.679,-0.5456,,,1.301,0.6181,,,,
1.302,-0.1969,6.31,1.68,-0.5453,,,1.302,0.6181,,,,
1.303,-0.1941,6.309,1.684,-0.5443,,,1.303,0.6181,,,,
1.305,-0.1911,6.308,1.689,-0.5435,,,1.305,0.5894,,,,
1.305,-0.1908,6.308,1.689,-0.5434,,,1.305,0.5894,,,,
1.305,-0.1904,6.308,1.69,-0.5432,,,1.305,0.5894,,,,
1.306,-0.19,6.308,1.69,-0.543,,,1.306,0.5894,,,,
1.306,-0.1892,6.307,1.691,-0.5426,,,1.306,0.5894,,,,
1.307,-0.1885,6.307,1.692,-0.5422,,,1.307,0.5894,,,,
1.308,-0.1854,6.306,1.696,-0.5409,,,1.308,0.5894,,,,
1.31,-0.1826,6.305,1.699,-0.54,,,1.31,0.5603,,,,
1.31,-0.1824,6.305,1.7,-0.5398,,,1.31,0.5603,,,,
1.31,-0.1819,6.305,1.7,-0.5396,,,1.31,0.5603,,,,
1.311,-0.1815,6.305,1.7,-0.5394,,,1.311,0.5603,,,,
1.311,-0.1808,6.305,1.701,-0.5389,,,1.311,0.5603,,,,
1.312,-0.18,6.305,1.702,-0.5385,,,1.312,0.5603,,,,
1.314,-0.1766,6.303,1.705,-0.5368,,,1.314,0.5603,,,,
1.315,-0.1741,6.303,1.708,-0.5358,,,1.315,0.5311,,,,
1.315,-0.1738,6.303,1.708,-0.5356,,,1.315,0.5311,,,,
1.315,-0.1734,6.302,1.708,-0.5353,,,1.315,0.5311,,,,
1.316,-0.173,6.302,1.708,-0.5351,,,1.316,0.5311,,,,
1.316,-0.1723,6.302,1.709,-0.5346,,,1.316,0.5311,,,,
1.317,-0.1715,6.302,1.709,-0.5341,,,1.317,0.5311,,,,
1.319,-0.1677,6.301,1.712,-0.532,,,1.319,0.5311,,,,
1.32,-0.1655,6.3,1.714,-0.5309,,,1.32,0.5017,,,,
1.32,-0.1653,6.3,1.714,-0.5308,,,1.32,0.5017,,,,
1.32,-0.1648,6.3,1.714,-0.5305,,,1.32,0.5017,,,,
1.321,-0.1645,6.3,1.714,-0.5302,,,1.321,0.5017,,,,
1.321,-0.1637,6.299,1.715,-0.5297,,,1.321,0.5017,,,,
1.322,-0.1629,6.299,1.715,-0.5291,,,1.322,0.5017,,,,
1.324,-0.1591,6.298,1.717,-0.5267,,,1.324,0.5017,,,,
1.325,-0.157,6.297,1.718,-0.5255,,,1.325,0.4722,,,,
1.325,-0.1567,6.297,1.718,-0.5253,,,1.325,0.4722,,,,
1.325,-0.1562,6.297,1.718,-0.525,,,1.325,0.4722,,,,
1.326,-0.1559,6.297,1.718,-0.5247,,,1.326,0.4722,,,,
1.326,-0.1551,6.297,1.718,-0.5241,,,1.326,0.4722,,,,
1.327,-0.1544,6.297,1.718,-0.5235,,,1.327,0.4722,,,,
