CaseID,Theta1Error0,Theta2Error0,Omega1Error0,Omega2Error0,EvalSetName,SimTime,NumSamples,MaxAbsTheta1,MaxAbsTheta2Error,MaxAbsOmegaError,Theta2IAE,Theta2ISE,Theta1IAE,SettlingTimeTheta2,SettlingTimeBoth,FinalTheta2MAE,FinalTheta1MAE,FinalTheta2Bias,FinalTheta1Bias,FinalTheta2MaxAbsError,Theta2EndRMS,Theta2EndOscRMS,Theta2EndPeakToPeak,Theta2EndOscFreqHz,ActionEnergy,TorqueCommandEnergy,TorqueEnergy,CurrentEnergy,VoltageEnergy,ElectricalAbsEnergy,MeanAbsElectricalPower,DActionEnergy,DTorqueCommandEnergy,ActionDiffRMS,ActionEndRMS,ActionEndOscRMS,ActionEndPeakToPeak,ActionEndOscFreqHz,Terminated,Failed,CaseCost,ControllerName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
1,-0.785398163397448,-3.14159265358979,-5,-10,full_final,5,100001,0.953955057652717,3.14159265358979,31.4507791724865,0.440318092099646,0.63005403036151,3.57261315710064,1.5915,NaN,3.76777704767663e-08,0.802312667867341,-2.39274486746586e-08,-0.802312667867341,1.00106976685263e-07,1.02576406000446e-07,7.47400613259711e-08,3.3718816538908e-07,4,0.0205372346868324,13.2251331719239,0.00578087191670902,0.60811275915413,13.2251331719239,2.78841299909393,0.557682599818787,0.0236748860139372,0.164281063286465,0.0688111706250332,2.23719962161058e-07,2.2371100749081e-07,1.16229057312012e-06,55.5,0,0,2.66988959263297,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 15:04:37
2,-0.785398163397448,-3.14159265358979,-5,0,full_final,5,100001,1.164533069783,3.14159265358979,25.3510712733515,1.29049384910958,2.50623930355356,3.58343090763458,1.7481,NaN,6.51109322453226e-08,0.802312756953834,-6.51107572072119e-08,-0.802312756953834,1.80907489433224e-07,2.95580457661536e-07,2.94636431129414e-07,1.40676836046794e-06,0.5,0.0317613231419283,18.2945221317236,0.00786312018537157,0.827152682221852,18.2945221317236,3.81893731197395,0.76378746239479,0.0324066882361589,0.18666252427973,0.0805067552894275,1.92906475438727e-07,1.92070402442846e-07,9.83476638793945e-07,58.5,0,0,4.3767323396347,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 15:04:37
3,-0.785398163397448,-3.14159265358979,-5,10,full_final,0.09,1801,1.57468390987614,3.14159265358979,19.6477312238598,0.227514766357714,0.585846146226841,0.10896686754545,NaN,NaN,2.52796010652275,1.2107259255667,-2.52796010652275,-1.2107259255667,3.14159265358979,2.55139487157724,0.34501230491122,1.16153592081502,5.55555555555555,0.0026033256005111,1.90786019741911,0.000707464272429806,0.074420962254286,1.90786019741911,0.366575313897051,4.07305904330057,0.0026944572698287,0.0236233425861047,0.173027206268863,0.186728847445702,0.158147372338588,0.773800253868103,38.8888888888889,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 15:04:28
4,-0.785398163397448,-3.14159265358979,0,-10,full_final,5,100001,1.16061584297049,3.14159265358979,28.7287118130932,1.0853702760708,1.87405763188296,3.81055860915309,1.2974,NaN,4.03671459242951e-08,0.802312711028484,-2.536852162519e-08,-0.802312711028484,1.24279150970352e-07,1.53904195149084e-07,1.12930816461024e-07,4.9995569995076e-07,2,0.0265493896433364,16.4721541552939,0.00715352791387691,0.752507867337468,16.4721541552939,3.45887031562904,0.691774063125809,0.02663135910136,0.176990742838481,0.0729813114452735,2.09912243647335e-07,2.09894320992818e-07,1.07288360595703e-06,56.5,0,0,4.07939977415834,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 15:05:12
5,-0.785398163397448,-3.14159265358979,0,0,full_final,0.24,4801,1.57786585699837,3.14159265358979,16.3681748427215,0.522961050967274,1.2069835473698,0.172039880963478,NaN,NaN,2.17903895260821,0.716929650339464,2.04685779950986,0.44587837806906,3.14159265358979,2.24261636541761,0.916352176308062,6.28318520623273,4.16666666666667,0.0104303876866305,6.14432314299132,0.00252481321250456,0.26559507823848,6.14432314299132,1.23996527882219,5.16652199509247,0.0114538418072289,0.0738433087777512,0.218459014150146,0.2144218964236,0.209438421344183,0.815382391214371,31.25,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 15:04:29
6,-0.785398163397448,-3.14159265358979,0,10,full_final,0.135,2701,1.57244639353875,3.14159265358979,23.3766674297762,0.291162277236999,0.663490026658515,0.165823353661598,NaN,NaN,2.15680300428899,1.22830284913381,-2.15680300428899,-1.22830284913381,3.14159265358979,2.21700702216556,0.513148065397665,1.72444561799364,3.7037037037037,0.00435734272405951,3.25936692274972,0.00131979532478195,0.138834485184163,3.25936692274972,0.659822433918221,4.88757358457942,0.00437259757972653,0.040239380740091,0.179971141302371,0.201173251448732,0.17879330356493,0.979491025209427,33.3333333333333,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 15:04:29
7,-0.785398163397448,-3.14159265358979,5,-10,full_final,5,100001,1.05377650818662,3.14159265358979,26.1205262056858,1.17729070325614,2.24178789573506,3.69609325540955,1.3562,NaN,1.97617721382573e-08,0.802312506896116,9.62129402446036e-09,-0.802312506896116,5.08493487316741e-08,8.61701318596113e-08,7.21381525279425e-08,2.81418078618145e-07,0.5,0.0232268506214833,13.7947366687904,0.00590993408443793,0.62168931854706,13.7947366687904,2.87522782001998,0.575045564003996,0.0218325565786146,0.134076940109181,0.0660795831987681,2.07261539622143e-07,2.07057574217258e-07,1.13248825073242e-06,53,0,0,4.20540293276555,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 15:04:37
8,-0.785398163397448,-3.14159265358979,5,0,full_final,0.21,4201,1.61208050519226,3.14159265358979,26.678143926692,0.489546166327808,1.1839335096147,0.156978175145595,NaN,NaN,2.33119662494969,0.747622528504212,2.14724715110523,0.529887137058307,3.14159265358979,2.37444009522833,1.01355583856954,6.28316875150086,4.76190476190476,0.0275543880004236,16.9060146358941,0.00723604673012651,0.761188347679319,16.9060146358941,3.50805524345627,16.7050249688394,0.0403622951106748,0.253170028800441,0.438407807057456,0.369503592780059,0.361546289224193,1.60087418556213,35.7142857142857,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 15:05:03
9,-0.785398163397448,-3.14159265358979,5,10,full_final,5,100001,1.31882766756194,3.14159265358979,32.2106484668342,1.01689371374394,1.62285314968149,3.85475292479528,1.8845,NaN,1.20078547851169e-07,0.802312664981584,-1.20078547851169e-07,-0.802312664981584,2.91122032902033e-07,9.01295552348474e-07,8.43359086636108e-07,3.5410500540678e-06,0.5,0.0157699731603621,10.026816347665,0.00426169058855127,0.448304072431433,10.026816347665,2.06996198767854,0.413992397535708,0.00892815662965223,0.0702924183327296,0.042256731131625,2.03754050079548e-07,2.00422182465696e-07,1.13248825073242e-06,51.5,0,0,3.96248673178847,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 15:04:37
10,-0.785398163397448,-2.35619449019234,-5,-10,full_final,5,100001,1.47844174047057,3.14121234190923,22.9367455374246,0.540106786144348,0.995704531091943,4.45909494636492,0.8622,NaN,2.45490072402593e-08,0.802312601865122,2.75170999585422e-09,-0.802312601865122,8.59876842833476e-08,1.42186134989851e-07,1.14408388521306e-07,4.2733221761182e-07,3.5,0.0155099993445107,9.16779349760046,0.00391879203086734,0.412233218237209,9.16779349760046,1.89348162569735,0.37869632513947,0.0154807569433942,0.093849837497217,0.0556430713447672,2.07527867428064e-07,2.075244775412e-07,1.13248825073242e-06,49,0,0,3.31170192128715,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 15:05:10
