NumCases,FailureRate,MeanFinalTheta2MAE,MaxFinalTheta2Error,MeanTheta2IAE,MeanTheta2EndRMS,MeanTheta2EndOscRMS,MeanTheta2EndPeakToPeak,MeanTheta2EndOscFreqHz,MeanTorqueEnergy,MeanElectricalAbsEnergy,MeanAbsElectricalPower,MeanDActionEnergy,MeanActionDiffRMS,MeanActionEndOscRMS,MeanActionEndPeakToPeak,MeanActionEndOscFreqHz,MeanCaseCost,Score,ControllerName,EvalSetName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
297,0,1.35469842787589,3.14158923953586,6.89505261623256,1.59744138137955,1.59181069954185,6.27142370564619,1.27441077441077,0.218914520995257,104.479697766242,20.8959395532484,0.226458666863831,0.21159940520548,0.547598372279874,1.99837356805801,18.5606060606061,57.1457719138339,-57.1457719138339,TD3,full_final,NaN,mathworks_style_single_run,NaN,05-Jul-2026 08:57:23
