Episode,MaxEpisodes,EpisodeReward,EpisodeSteps,AverageReward,StepCount,EpisodeQ0
518,5000,-994.83,33,-1364.7,33195,-981.08
519,5000,-601.99,27,-1236.2,33222,-607.08
520,5000,-1678.1,41,-1118.82,33263,-2455.83
521,5000,-1443.35,44,-1199.96,33307,-1718.93
522,5000,-3179.49,95,-1510.36,33402,-1055.09
523,5000,-3509.56,75,-1487,33477,-1576.7
524,5000,-2821.01,65,-1708.92,33542,-155.01
525,5000,-101.01,29,-1692.16,33571,-238.5
526,5000,-34.76,18,-1684.76,33589,-198.97
527,5000,-395.57,28,-1475.97,33617,-609.99
528,5000,-210.73,24,-1397.56,33641,-309.86
529,5000,-358.81,25,-1373.24,33666,-331.64
530,5000,-713.38,30,-1276.77,33696,-677.61
531,5000,-2608.79,77,-1393.31,33773,-1679.47
532,5000,-1074.99,53,-1182.86,33826,-131.53
533,5000,-604.8,31,-892.38,33857,-952.15
534,5000,-878.97,29,-698.18,33886,-640.29
535,5000,-2389.75,85,-927.05,33971,-864.49
536,5000,-1717.52,50,-1095.33,34021,-507.06
537,5000,-3170.65,83,-1372.84,34104,-595.32
538,5000,-2165.65,83,-1568.33,34187,-1318.51
539,5000,-1788.95,67,-1711.34,34254,-1174.09
540,5000,-3126.56,93,-1952.66,34347,-1252.88
541,5000,-3553.32,72,-2047.12,34419,-1785.39
542,5000,-1534.52,39,-2093.07,34458,-1822.41
543,5000,-1600.2,44,-2192.61,34502,-2437.26
544,5000,-2265.42,89,-2331.25,34591,-685.53
545,5000,-3404.69,92,-2432.75,34683,-1145.92
546,5000,-1606.23,47,-2421.62,34730,-893.47
547,5000,-2621.69,84,-2366.72,34814,-1302.99
548,5000,-89.25,22,-2159.08,34836,-660.43
549,5000,-3010.36,67,-2281.23,34903,-460.9
550,5000,-2118.66,66,-2180.44,34969,-1428.36
551,5000,-503.37,27,-1875.44,34996,-566.37
552,5000,-2939.35,105,-2015.92,35101,-307.45
553,5000,-3346.68,71,-2190.57,35172,-2231
554,5000,-1851.69,45,-2149.2,35217,-1852.51
555,5000,-1472.14,56,-1955.94,35273,-691.39
556,5000,-2104.76,57,-2005.8,35330,-1153.87
557,5000,-3298.63,76,-2073.49,35406,-1606.46
558,5000,-84.16,21,-2072.98,35427,-588.4
559,5000,-2496.06,90,-2021.55,35517,-813.72
560,5000,-3049.19,91,-2114.6,35608,-786.31
561,5000,-1754.88,47,-2239.75,35655,-1048.07
562,5000,-3436.22,89,-2289.44,35744,-429.64
563,5000,-1523.7,62,-2107.14,35806,-2175.2
564,5000,-62.28,23,-1928.2,35829,-422.77
565,5000,-393.88,26,-1820.38,35855,-534.11
566,5000,-3017.77,65,-1911.68,35920,-336.05
567,5000,-1564.01,43,-1738.21,35963,-2548.81
568,5000,-3231.41,70,-2052.94,36033,-1321.36
569,5000,-3545.07,69,-2157.84,36102,-1685.4
570,5000,-1711.94,48,-2024.12,36150,-902.35
571,5000,-1758.43,44,-2024.47,36194,-1181.04
572,5000,-2690.47,92,-1949.89,36286,-1356.77
573,5000,-1527.69,79,-1950.29,36365,-637.98
574,5000,-64.93,25,-1950.56,36390,-369.83
575,5000,-1268.88,38,-2038.06,36428,-2348.66
576,5000,-2961.57,76,-2032.44,36504,-823.47
577,5000,-2935.07,92,-2169.55,36596,-408.99
578,5000,-1945.04,70,-2040.91,36666,-1484.65
579,5000,-199.02,22,-1706.3,36688,-487.23
580,5000,-2844.31,93,-1819.54,36781,-461.68
581,5000,-745.05,30,-1718.2,36811,-636.52
582,5000,-1160.33,35,-1565.19,36846,-1528.51
583,5000,-2095.37,74,-1621.96,36920,-1203.41
584,5000,-994.82,44,-1714.95,36964,-1379.36
585,5000,-3431.32,98,-1931.19,37062,-600.38
586,5000,-4601.33,156,-2095.17,37218,-321.89
587,5000,-1656.99,72,-1967.36,37290,-2245.3
588,5000,-119.4,19,-1784.79,37309,-154.01
589,5000,-3301.47,65,-2095.04,37374,-1231.51
590,5000,-3984.28,114,-2209.04,37488,-195.02
591,5000,-3068.92,70,-2441.42,37558,-1154.27
592,5000,-1298.45,38,-2455.23,37596,-1447.79
593,5000,-1194.04,36,-2365.1,37632,-1667.05
594,5000,-1081.54,32,-2373.77,37664,-953.77
595,5000,-1901.61,47,-2220.8,37711,-643.87
596,5000,-1537.16,53,-1914.39,37764,-636.69
597,5000,-1440.33,49,-1892.72,37813,-1562.33
598,5000,-64.45,20,-1887.22,37833,-41.36
599,5000,-1786.56,141,-1735.73,37974,-137.67
600,5000,-1678.02,55,-1505.11,38029,-575.35
601,5000,-2801.39,88,-1478.35,38117,-490.33
602,5000,-1345.84,48,-1483.09,38165,-971.64
603,5000,-886.61,35,-1452.35,38200,-905.15
604,5000,-826.44,34,-1426.84,38234,-657.13
605,5000,-40.34,19,-1240.71,38253,-288.26
606,5000,-1897.41,53,-1276.74,38306,-285.08
607,5000,-57.58,19,-1138.47,38325,-158.77
608,5000,-1355.36,50,-1267.56,38375,-2317.29
609,5000,-481.26,90,-1137.03,38465,-943.56
610,5000,-916.71,45,-1060.9,38510,-1667.05
611,5000,-1776.57,47,-958.41,38557,-590.82
612,5000,-1487.54,46,-972.58,38603,-306.55
613,5000,-2955.05,90,-1179.43,38693,-232.86
614,5000,-2505.02,79,-1347.28,38772,-354.83
615,5000,-1975.87,51,-1540.84,38823,-1850.19
616,5000,-226.06,67,-1373.7,38890,-319.32
617,5000,-947.73,32,-1462.72,38922,-853.54
618,5000,-603.28,49,-1387.51,38971,-1747.41
619,5000,-1992.79,56,-1538.66,39027,-1377.64
620,5000,-1256.22,58,-1572.61,39085,-125.89
621,5000,-87.64,40,-1403.72,39125,-657.06
622,5000,-46.45,20,-1259.61,39145,-136.79
623,5000,-2384.39,93,-1202.54,39238,-322.85
624,5000,-565.58,29,-1008.6,39267,-556.43
625,5000,-161.18,72,-827.13,39339,-232.17
626,5000,-3118.7,72,-1116.4,39411,-410.97
627,5000,-1928.86,51,-1214.51,39462,-2302.8
628,5000,-1927.09,53,-1346.89,39515,-745.82
629,5000,-121.7,59,-1159.78,39574,-1105.79
630,5000,-391.1,25,-1073.27,39599,-478.18
631,5000,-349.58,61,-1099.46,39660,-488.03
632,5000,-1261.51,47,-1220.97,39707,-778
633,5000,-279.42,71,-1010.47,39778,-197.61
634,5000,-1887.44,87,-1142.66,39865,-268.5
635,5000,-749.01,31,-1201.44,39896,-728.45
636,5000,-1315.95,118,-1021.17,40014,-126.52
637,5000,-842.82,42,-912.56,40056,-1601.34
638,5000,-2006.69,51,-920.52,40107,-1691.38
639,5000,-58.08,19,-914.16,40126,-211.1
640,5000,-79.04,23,-882.95,40149,-311.98
641,5000,-926.31,46,-940.63,40195,-1241.81
642,5000,-1527.84,43,-967.26,40238,-2202.47
643,5000,-422.72,33,-981.59,40271,-1326.13
644,5000,-1126.29,39,-905.48,40310,-1108.51
645,5000,-2149.65,55,-1045.54,40365,-1366.85
646,5000,-1044.41,38,-1018.39,40403,-1589.18
647,5000,-75.88,20,-941.69,40423,-89.98
648,5000,-688.69,34,-809.89,40457,-525.35
649,5000,-1692.77,52,-973.36,40509,-176.39
650,5000,-1443.73,38,-1109.83,40547,-1015.86
651,5000,-123.37,33,-1029.54,40580,-488.47
652,5000,-1988.82,117,-1075.63,40697,-93.35
653,5000,-2899.43,60,-1323.3,40757,-320.16
654,5000,-177.12,39,-1228.39,40796,-1543.12
655,5000,-1751.98,50,-1188.62,40846,-355.31
656,5000,-611.71,46,-1145.35,40892,-1795.73
657,5000,-3140.84,63,-1451.85,40955,-403.37
658,5000,-534.94,81,-1436.47,41036,-932.48
659,5000,-2009.95,62,-1468.19,41098,-1187.04
660,5000,-3291.02,73,-1652.92,41171,-215.59
661,5000,-1670.4,46,-1807.62,41217,-1852.91
662,5000,-738.05,40,-1682.54,41257,-1072.56
663,5000,-1034.44,96,-1496.04,41353,-392.25
664,5000,-2150.62,72,-1693.39,41425,-470.6
665,5000,-1297.82,49,-1647.98,41474,-2271.12
666,5000,-272.4,55,-1614.05,41529,-540.99
667,5000,-901.05,47,-1390.07,41576,-1254.51
668,5000,-256.52,64,-1362.23,41640,-928.14
669,5000,-1025.91,45,-1263.82,41685,-1494.21
670,5000,-784.09,81,-1013.13,41766,-525.64
671,5000,-1562.49,53,-1002.34,41819,-271.98
672,5000,-588.43,48,-987.38,41867,-855
673,5000,-400.09,51,-923.94,41918,-485.04
674,5000,-1211.85,47,-830.07,41965,-1262.33
675,5000,-744.17,31,-774.7,41996,-579.8
676,5000,-761.4,28,-823.6,42024,-578.19
677,5000,-2810.73,65,-1014.57,42089,-265.29
678,5000,-1849.64,79,-1173.88,42168,-373.65
679,5000,-2985.88,116,-1369.88,42284,-163.44
680,5000,-2053.42,95,-1496.81,42379,-260.26
681,5000,-1109.73,39,-1451.53,42418,-1218.32
682,5000,-29.4,17,-1395.63,42435,-103.51
683,5000,-412.43,31,-1396.86,42466,-593.7
684,5000,-1723.98,77,-1448.08,42543,-285.8
685,5000,-798.64,34,-1453.52,42577,-594.02
686,5000,-2177.21,60,-1595.11,42637,-710.06
687,5000,-1919.3,45,-1505.96,42682,-1681.57
688,5000,-223.43,32,-1343.34,42714,-573.94
689,5000,-142.07,47,-1058.96,42761,-687.35
690,5000,-3023.97,73,-1156.02,42834,-263.11
691,5000,-1229.24,88,-1167.97,42922,-175.86
692,5000,-2883.83,80,-1453.41,43002,-927.8
693,5000,-1241.4,33,-1536.31,43035,-856.74
694,5000,-1956.46,54,-1559.56,43089,-1149.03
695,5000,-1448.37,121,-1624.53,43210,-102.35
696,5000,-1518.57,80,-1558.67,43290,-402.34
697,5000,-2922.79,92,-1659.01,43382,-410.5
698,5000,-488.5,44,-1685.52,43426,-1447.1
699,5000,-429.18,33,-1714.23,43459,-679.92
700,5000,-2297.55,52,-1641.59,43511,-825.83
701,5000,-1548.95,50,-1673.56,43561,-2181.71
702,5000,-3217.29,72,-1706.91,43633,-572.16
703,5000,-1846.29,85,-1767.39,43718,-1064.71
704,5000,-1601.59,58,-1731.91,43776,-928.84
705,5000,-1259.12,112,-1712.98,43888,-809.19
706,5000,-172.33,42,-1578.36,43930,-956.46
707,5000,-1437.78,57,-1429.86,43987,-431.78
708,5000,-37.25,17,-1384.73,44004,-155.98
709,5000,-1780.78,52,-1519.89,44056,-915.24
710,5000,-431.34,35,-1333.27,44091,-1786.27
711,5000,-1388.64,41,-1317.24,44132,-1508.19
712,5000,-1637.01,51,-1159.21,44183,-2276.5
713,5000,-618.39,67,-1036.42,44250,-552.42
714,5000,-1645,74,-1040.76,44324,-760.92
715,5000,-977.38,32,-1012.59,44356,-823.2
716,5000,-1322.03,46,-1127.56,44402,-1784.07
717,5000,-159.13,21,-999.69,44423,-158.03
718,5000,-1663.25,54,-1162.29,44477,-429.56
719,5000,-1284.77,56,-1112.69,44533,-1498.89
720,5000,-772.13,47,-1146.77,44580,-795.12
721,5000,-413.71,35,-1049.28,44615,-711.75
722,5000,-1228.76,90,-1008.45,44705,-125.82
723,5000,-1508.04,45,-1097.42,44750,-2256.03
724,5000,-343.14,29,-967.23,44779,-293.15
725,5000,-604.66,40,-929.96,44819,-1648.25
726,5000,-2385.96,82,-1036.35,44901,-184.78
727,5000,-1307.98,45,-1151.24,44946,-1108.99
728,5000,-1495.06,50,-1134.42,44996,-2386.86
729,5000,-1994.54,54,-1205.4,45050,-905.05
730,5000,-649.64,47,-1193.15,45097,-2156.92
731,5000,-1051.13,77,-1256.89,45174,-289.86
732,5000,-1398.21,37,-1273.84,45211,-987.7
733,5000,-653.35,30,-1188.37,45241,-643.2
734,5000,-1584.21,59,-1312.47,45300,-397.83
735,5000,-867.79,78,-1338.79,45378,-362.85
736,5000,-848.55,74,-1185.05,45452,-303.17
737,5000,-1613.67,45,-1215.61,45497,-2216.89
738,5000,-1810.5,118,-1247.16,45615,-166.4
739,5000,-722.9,41,-1119.99,45656,-1390.26
740,5000,-1791.5,53,-1234.18,45709,-1390.83
741,5000,-767.1,100,-1205.78,45809,-820.9
742,5000,-2488.47,84,-1314.8,45893,-231.21
743,5000,-205.01,31,-1269.97,45924,-872.14
744,5000,-1695.67,53,-1281.12,45977,-1323.42
745,5000,-1843.32,54,-1378.67,46031,-690.54
746,5000,-47.79,17,-1298.59,46048,-77.11
747,5000,-823.99,40,-1219.62,46088,-1371.5
748,5000,-1731.05,50,-1211.68,46138,-727.46
749,5000,-1104.66,39,-1249.85,46177,-1063.54
750,5000,-184.64,60,-1089.17,46237,-1101.9
751,5000,-1226.39,82,-1135.1,46319,-918.97
752,5000,-2049.6,53,-1091.21,46372,-1918.18
753,5000,-1767.58,51,-1247.47,46423,-1373.93
754,5000,-1666.55,43,-1244.56,46466,-1028.68
755,5000,-1783.88,73,-1238.61,46539,-621.93
756,5000,-3015.87,141,-1535.42,46680,-132.69
757,5000,-1176.76,74,-1570.7,46754,-452.93
758,5000,-1878.82,94,-1585.47,46848,-102.59
759,5000,-141.28,25,-1489.14,46873,-364.84
760,5000,-1602.86,47,-1630.96,46920,-2180.99
761,5000,-292.36,65,-1537.55,46985,-312.14
762,5000,-415.47,51,-1374.14,47036,-350.68
763,5000,-112.34,34,-1208.62,47070,-1568.69
764,5000,-3083.36,153,-1350.3,47223,-110.52
765,5000,-282.18,33,-1200.13,47256,-762.56
766,5000,-1219.65,68,-1020.51,47324,-218.86
767,5000,-843.26,33,-987.16,47357,-862.65
768,5000,-2773.07,78,-1076.58,47435,-1030.12
769,5000,-1517.89,88,-1214.25,47523,-111.66
770,5000,-321.36,50,-1086.1,47573,-485.61
771,5000,-1707.99,48,-1227.66,47621,-2381.46
772,5000,-283.28,30,-1214.44,47651,-529.93
773,5000,-1600.39,46,-1363.25,47697,-1760.14
774,5000,-1968.06,76,-1251.71,47773,-663.58
775,5000,-2992.99,68,-1522.8,47841,-329.57
776,5000,-203.75,34,-1421.2,47875,-1713.89
777,5000,-252.68,30,-1362.15,47905,-529.36
778,5000,-3311.39,75,-1415.98,47980,-842.9
779,5000,-353.41,75,-1299.53,48055,-1041.11
780,5000,-1218.17,44,-1389.21,48099,-2126.89
781,5000,-113.7,22,-1229.78,48121,-128.47
782,5000,-469.28,32,-1248.38,48153,-615.5
783,5000,-606.39,51,-1148.98,48204,-914.7
784,5000,-1390.37,40,-1091.21,48244,-1417.52
785,5000,-938.61,50,-885.78,48294,-522.72
786,5000,-920.89,42,-957.49,48336,-1556.72
787,5000,-531.67,34,-985.39,48370,-1648.08
788,5000,-1752.23,74,-829.47,48444,-296.25
789,5000,-340.52,35,-828.18,48479,-2055.02
790,5000,-989.56,44,-805.32,48523,-1660.85
791,5000,-2626.96,69,-1056.65,48592,-1074.84
792,5000,-647.38,30,-1074.46,48622,-580.97
793,5000,-1991.71,57,-1212.99,48679,-802.17
794,5000,-1342.98,51,-1208.25,48730,-1776.74
795,5000,-2330.17,76,-1347.41,48806,-751.44
796,5000,-1286.59,45,-1383.98,48851,-2326.23
797,5000,-1841.15,56,-1514.92,48907,-745.3
798,5000,-214.44,60,-1361.15,48967,-947.66
799,5000,-1848.81,53,-1511.97,49020,-976.29
800,5000,-274.18,24,-1440.44,49044,-203.43
801,5000,-1061.74,42,-1283.91,49086,-960.56
802,5000,-1018.16,71,-1320.99,49157,-536.71
803,5000,-308.58,38,-1152.68,49195,-1951.4
804,5000,-2646.04,110,-1282.99,49305,-327.59
805,5000,-809.49,43,-1130.92,49348,-1244.31
806,5000,-1200.92,78,-1122.35,49426,-752.41
807,5000,-1435.99,41,-1081.84,49467,-2442.2
808,5000,-985.46,34,-1158.94,49501,-990.58
809,5000,-1221.63,97,-1096.22,49598,-853.99
810,5000,-34.51,17,-1072.25,49615,-147.6
811,5000,-764.28,27,-1042.51,49642,-617.03
812,5000,-373.18,38,-978.01,49680,-1784.96
813,5000,-208.96,35,-968.05,49715,-1857.48
814,5000,-2792.42,89,-982.68,49804,-257.14
815,5000,-1473.64,45,-1049.1,49849,-1297.98
816,5000,-787.92,113,-1007.8,49962,-511.93
817,5000,-908.13,39,-955.01,50001,-1690.87
818,5000,-1220.99,81,-978.57,50082,-418.98
819,5000,-231.68,41,-879.57,50123,-1213.89
820,5000,-1754.78,79,-1051.6,50202,-496.73
821,5000,-1970.76,48,-1172.25,50250,-1215.85
822,5000,-1030.4,40,-1237.97,50290,-1181.24
823,5000,-140.73,36,-1231.15,50326,-730.7
824,5000,-2012,49,-1153.1,50375,-1458.73
825,5000,-839.14,39,-1089.65,50414,-1356.9
826,5000,-1399.07,124,-1150.77,50538,-969.98
827,5000,-1002.92,57,-1160.25,50595,-618.08
828,5000,-1067.54,44,-1144.9,50639,-1101.5
829,5000,-2547.23,55,-1376.46,50694,-1912.91
830,5000,-1290.77,55,-1330.06,50749,-858.44
831,5000,-428.76,73,-1175.86,50822,-402.66
832,5000,-720.95,41,-1144.91,50863,-774.77
833,5000,-279.84,41,-1158.82,50904,-1171.48
834,5000,-557.94,47,-1013.42,50951,-396.33
835,5000,-2959.1,80,-1225.41,51031,-292.64
836,5000,-952.96,32,-1180.8,51063,-844.46
837,5000,-1121.88,52,-1192.7,51115,-1950.56
838,5000,-246.63,69,-1110.61,51184,-648.05
839,5000,-1743.36,56,-1030.22,51240,-571.55
840,5000,-673.85,50,-968.53,51290,-1834.14
841,5000,-1588.51,88,-1084.5,51378,-102.53
842,5000,-3221.55,72,-1334.56,51450,-729.21
843,5000,-90.99,33,-1315.68,51483,-1355.1
844,5000,-1858.28,80,-1445.71,51563,-149.46
845,5000,-272.83,106,-1177.08,51669,-1060.54
846,5000,-1578.27,50,-1239.61,51719,-1518.27
847,5000,-2598,103,-1387.23,51822,-170.95
848,5000,-1208.58,39,-1483.42,51861,-1758.64
849,5000,-1402.55,45,-1449.34,51906,-1716.81
850,5000,-789.95,37,-1460.95,51943,-1066.21
851,5000,-1785.65,54,-1480.67,51997,-521.93
852,5000,-103.43,39,-1168.85,52036,-1152.19
853,5000,-652.56,46,-1225.01,52082,-1007.05
854,5000,-1565.58,43,-1195.74,52125,-1902.59
855,5000,-411.46,32,-1209.6,52157,-857.59
856,5000,-1527.52,48,-1204.53,52205,-2340.91
857,5000,-1931.97,49,-1137.93,52254,-2000.83
858,5000,-1832.78,100,-1200.35,52354,-825.77
859,5000,-1098.32,48,-1169.92,52402,-941.86
860,5000,-1678.28,47,-1258.76,52449,-1058.75
861,5000,-1444.07,47,-1224.6,52496,-2149.16
862,5000,-2056.32,54,-1419.89,52550,-1502.68
863,5000,-2355.29,57,-1590.16,52607,-2012.79
864,5000,-201.04,33,-1453.71,52640,-1362.13
865,5000,-920.31,41,-1504.59,52681,-1666.64
866,5000,-2058.71,54,-1557.71,52735,-940.16
867,5000,-125.11,58,-1377.02,52793,-679.76
868,5000,-3136.9,72,-1507.43,52865,-647.44
869,5000,-1797.96,52,-1577.4,52917,-1606.75
870,5000,-811.11,37,-1490.68,52954,-793.25
871,5000,-1779.23,58,-1524.2,53012,-319.66
872,5000,-2255.73,60,-1544.14,53072,-2290.68
873,5000,-695.73,54,-1378.18,53126,-592.43
874,5000,-2042.2,55,-1562.3,53181,-712.08
875,5000,-659.6,37,-1536.23,53218,-1324.71
876,5000,-1376.37,38,-1467.99,53256,-1142.46
877,5000,-1229.85,48,-1578.47,53304,-191.49
878,5000,-1467.14,47,-1411.49,53351,-120.84
879,5000,-434.35,60,-1275.13,53411,-306.58
880,5000,-2099.55,58,-1403.97,53469,-618.45
881,5000,-179.7,35,-1244.02,53504,-1738.97
882,5000,-760.68,32,-1094.52,53536,-665.2
883,5000,-1639.92,62,-1188.94,53598,-399.61
884,5000,-792.89,52,-1064,53650,-2089.79
885,5000,-1490.81,55,-1147.13,53705,-90.22
886,5000,-930.38,68,-1102.53,53773,-373.36
887,5000,-476.56,81,-1027.2,53854,-1420.9
888,5000,-1632.83,49,-1043.77,53903,-342.09
889,5000,-810.43,35,-1081.37,53938,-1142.79
890,5000,-705.76,33,-942,53971,-900.75
891,5000,-2225.2,58,-1146.55,54029,-946.69
892,5000,-80.44,18,-1078.52,54047,-94.85
893,5000,-1336.39,51,-1048.17,54098,-1468.44
894,5000,-2511.62,79,-1220.04,54177,-411.78
895,5000,-336.22,38,-1104.58,54215,-1941.4
896,5000,-621.27,81,-1073.67,54296,-724.33
897,5000,-156.97,56,-1041.71,54352,-1015.21
898,5000,-1046.7,52,-983.1,54404,-730.81
899,5000,-1227.45,51,-1024.8,54455,-2049.2
900,5000,-1423.19,84,-1096.55,54539,-178.3
901,5000,-658.21,74,-939.85,54613,-890.14
902,5000,-1613.13,50,-1093.12,54663,-394.69
903,5000,-1062.5,40,-1065.73,54703,-1335.19
904,5000,-1484.83,49,-963.05,54752,-1355.42
905,5000,-644.28,44,-993.85,54796,-1520.31
906,5000,-3165.56,73,-1248.28,54869,-469.37
907,5000,-847.23,34,-1317.31,54903,-1003.34
908,5000,-1660.72,68,-1378.71,54971,-409.55
909,5000,-489.77,32,-1304.94,55003,-659.46
910,5000,-1023.58,29,-1264.98,55032,-632.21
911,5000,-217.94,66,-1220.96,55098,-636.69
912,5000,-1197.53,46,-1179.4,55144,-1277.56
913,5000,-803.5,33,-1153.5,55177,-725.13
914,5000,-254.95,78,-1030.51,55255,-265.82
915,5000,-2542.67,57,-1220.35,55312,-678.71
916,5000,-45.14,17,-908.3,55329,-66.21
917,5000,-1770.04,82,-1000.58,55411,-446.06
918,5000,-887.62,49,-923.27,55460,-1847.51
919,5000,-2219.24,56,-1096.22,55516,-792.68
920,5000,-2067.13,48,-1200.58,55564,-1717.24
921,5000,-52.06,18,-1183.99,55582,-124.01
922,5000,-150.58,22,-1079.29,55604,-354.85
923,5000,-495.62,34,-1048.51,55638,-1435.49
924,5000,-1601.17,47,-1183.13,55685,-2318.45
925,5000,-1535.27,42,-1082.39,55727,-1763.27
926,5000,-107.07,30,-1088.58,55757,-1115.5
927,5000,-761.5,74,-987.73,55831,-484.84
928,5000,-139.6,30,-912.92,55861,-757.29
929,5000,-1847.46,53,-875.74,55914,-349.28
930,5000,-1682.56,50,-837.29,55964,-927.33
931,5000,-306.04,45,-862.69,56009,-431.51
932,5000,-1694.51,39,-1017.08,56048,-1138.51
933,5000,-1035.22,51,-1071.04,56099,-822.28
934,5000,-280.89,69,-939.01,56168,-445.22
935,5000,-865.46,43,-872.03,56211,-1001.86
936,5000,-1083.58,39,-969.68,56250,-754.74
937,5000,-438.53,66,-937.38,56316,-234.96
938,5000,-603.91,40,-983.82,56356,-1685.83
939,5000,-212.79,25,-820.35,56381,-460
940,5000,-1660.07,50,-818.1,56431,-172.96
941,5000,-1264.47,53,-913.94,56484,-557.76
942,5000,-1945.32,55,-939.02,56539,-674.55
943,5000,-512.37,33,-886.74,56572,-695.39
944,5000,-646.38,45,-923.29,56617,-1848.38
945,5000,-1157.1,41,-952.45,56658,-1846.86
946,5000,-1156.16,42,-959.71,56700,-2278.81
947,5000,-465.82,102,-962.44,56802,-499.95
948,5000,-2118.6,49,-1113.91,56851,-1323.47
949,5000,-1537.88,63,-1246.42,56914,-247.76
950,5000,-1077.71,43,-1188.18,56957,-1843.38
951,5000,-350.27,32,-1096.76,56989,-544.11
952,5000,-340.03,96,-936.23,57085,-650.76
953,5000,-414.3,78,-926.43,57163,-541.1
954,5000,-303.27,72,-892.12,57235,-512.75
955,5000,-1626.67,67,-939.07,57302,-459.03
956,5000,-709.32,37,-894.39,57339,-738.37
957,5000,-438.17,33,-891.62,57372,-703.25
958,5000,-674.03,33,-747.17,57405,-1136.17
959,5000,-244.49,38,-617.83,57443,-1474.64
960,5000,-1754.02,56,-685.46,57499,-2256.84
961,5000,-2123.45,55,-862.77,57554,-901.78
962,5000,-497.38,32,-878.51,57586,-656.44
963,5000,-184.65,43,-855.54,57629,-402.15
964,5000,-351.73,75,-860.39,57704,-584.05
965,5000,-280.32,79,-725.76,57783,-928.41
966,5000,-106.86,33,-665.51,57816,-426.17
967,5000,-171.77,21,-638.87,57837,-118.38
968,5000,-1418.61,49,-713.33,57886,-1012.29
969,5000,-1812.4,52,-870.12,57938,-933.52
970,5000,-1626.07,55,-857.32,57993,-227.71
971,5000,-1901.87,81,-835.17,58074,-469.38
972,5000,-1208.82,42,-906.31,58116,-842.36
973,5000,-624.65,38,-950.31,58154,-1337.44
974,5000,-125.56,42,-927.69,58196,-313.67
975,5000,-1638.73,49,-1063.53,58245,-2203.92
976,5000,-496.33,37,-1102.48,58282,-859.71
977,5000,-336.61,35,-1118.97,58317,-1548.71
978,5000,-113.54,37,-988.46,58354,-349.21
979,5000,-557.88,34,-863.01,58388,-692.88
980,5000,-1338.36,39,-834.24,58427,-1621.47
981,5000,-1125.42,43,-756.59,58470,-1215.02
982,5000,-348.02,55,-670.51,58525,-283.59
983,5000,-1235.29,36,-731.57,58561,-1007.65
984,5000,-563.87,44,-775.4,58605,-1524.78
985,5000,-1635.02,43,-775.03,58648,-2296.54
986,5000,-1208.98,46,-846.3,58694,-2160.85
987,5000,-606.61,45,-873.3,58739,-809.36
988,5000,-1717.89,69,-1033.73,58808,-263.6
989,5000,-462.94,33,-1024.24,58841,-719.55
990,5000,-1775.97,49,-1068,58890,-1352.09
991,5000,-1950.19,46,-1150.48,58936,-1359.34
992,5000,-190.35,25,-1134.71,58961,-138.06
993,5000,-854.01,30,-1096.58,58991,-703.6
994,5000,-1796.14,51,-1219.81,59042,-704.25
995,5000,-421.16,69,-1098.42,59111,-620.08
996,5000,-1796.29,47,-1157.16,59158,-1670.44
997,5000,-1741.52,49,-1270.65,59207,-190.74
998,5000,-276.3,34,-1126.49,59241,-1231.43
999,5000,-121.61,30,-1092.35,59271,-1032.05
1000,5000,-698.51,35,-984.61,59306,-1091.51
1001,5000,-1909.04,56,-980.49,59362,-1852.84
1002,5000,-1121.36,40,-1073.6,59402,-1635.03
1003,5000,-149.33,37,-1003.13,59439,-1478.2
1004,5000,-1537.41,51,-977.25,59490,-1900.12
1005,5000,-973.61,90,-1032.5,59580,-548.18
1006,5000,-353.13,33,-888.18,59613,-1110.89
1007,5000,-1296.27,44,-843.66,59657,-1138.42
1008,5000,-2329.35,82,-1048.96,59739,-453.21
1009,5000,-605.91,48,-1097.39,59787,-704.46
1010,5000,-552.19,113,-1082.76,59900,-143.79
1011,5000,-1988.95,54,-1090.75,59954,-1182.6
1012,5000,-1426.54,45,-1121.27,59999,-2246.17
1013,5000,-1214.31,42,-1227.77,60041,-1904.65
1014,5000,-1126.04,31,-1186.63,60072,-824.1
1015,5000,-131.1,25,-1102.38,60097,-463.11
1016,5000,-1315.97,79,-1198.66,60176,-312.61
1017,5000,-217.77,23,-1090.81,60199,-373.6
1018,5000,-552.3,68,-913.11,60267,-295.65
1019,5000,-1337.74,36,-986.29,60303,-717.64
1020,5000,-1032.95,52,-1034.37,60355,-1816.15
1021,5000,-500.91,91,-885.56,60446,-182.76
1022,5000,-1266.04,54,-869.51,60500,-796.1
1023,5000,-1084.86,38,-856.57,60538,-1208.06
1024,5000,-1103.52,55,-854.32,60593,-719.93
1025,5000,-742.07,52,-915.41,60645,-581.73
1026,5000,-243.82,27,-808.2,60672,-470.67
1027,5000,-1785.87,51,-965.01,60723,-523.66
1028,5000,-1091.32,61,-1018.91,60784,-1186
1029,5000,-431.41,30,-928.28,60814,-961.01
1030,5000,-2034.34,57,-1028.42,60871,-679.1
1031,5000,-1046.25,35,-1082.95,60906,-1238.73
1032,5000,-706.23,47,-1026.97,60953,-1889.96
1033,5000,-1196.82,38,-1038.16,60991,-1049
1034,5000,-951.86,42,-1023,61033,-869.29
1035,5000,-116.86,31,-960.48,61064,-792.62
1036,5000,-785.33,44,-1014.63,61108,-921.99
1037,5000,-1866.63,102,-1022.7,61210,-173.34
1038,5000,-63.39,34,-919.91,61244,-706.24
