Episode,MaxEpisodes,EpisodeReward,EpisodeSteps,AverageReward,StepCount,EpisodeQ0
1039,5000,-85.42,32,-885.31,61276,-1127.57
1040,5000,-93.64,39,-691.24,61315,-1342.48
1041,5000,-1833.17,66,-769.93,61381,-208.13
1042,5000,-329.48,65,-732.26,61446,-288.74
1043,5000,-779.43,38,-690.52,61484,-1196.7
1044,5000,-156.78,63,-611.01,61547,-182.87
1045,5000,-1377.21,68,-737.05,61615,-147.83
1046,5000,-666.28,33,-725.14,61648,-826.35
1047,5000,-2180.94,56,-756.57,61704,-1053.01
1048,5000,-2284.79,53,-978.71,61757,-706.02
1049,5000,-1160.63,43,-1086.23,61800,-1451.21
1050,5000,-987.98,36,-1175.67,61836,-633.93
1051,5000,-144.92,34,-1006.84,61870,-1033.17
1052,5000,-1000.39,56,-1073.93,61926,-716.15
1053,5000,-965.3,28,-1092.52,61954,-636.39
1054,5000,-775.1,38,-1154.35,61992,-818.54
1055,5000,-2648.09,60,-1281.44,62052,-864.88
1056,5000,-164.7,30,-1231.28,62082,-1372.13
1057,5000,-1072.1,45,-1120.4,62127,-1031.41
1058,5000,-518.25,82,-943.75,62209,-230.61
1059,5000,-1146.97,84,-942.38,62293,-200.96
1060,5000,-2248.08,55,-1068.39,62348,-2247.93
1061,5000,-187.19,52,-1072.62,62400,-197.63
1062,5000,-1814.01,66,-1153.98,62466,-373.64
1063,5000,-2220.59,55,-1279.51,62521,-875.01
1064,5000,-898.39,34,-1291.84,62555,-689.43
1065,5000,-205.3,35,-1047.56,62590,-1562.95
1066,5000,-1519.21,41,-1183.01,62631,-2112.89
1067,5000,-662.51,30,-1142.05,62661,-611.02
1068,5000,-1823.06,82,-1272.53,62743,-173.6
1069,5000,-948.41,48,-1252.67,62791,-2019.8
1070,5000,-142.8,39,-1042.15,62830,-689.2
1071,5000,-2186.93,56,-1242.12,62886,-753.49
1072,5000,-2061.4,86,-1266.86,62972,-86.67
1073,5000,-2095.84,101,-1254.39,63073,-519.77
1074,5000,-1721.7,55,-1336.72,63128,-811.7
1075,5000,-2926.29,66,-1608.82,63194,-399.45
1076,5000,-402.15,33,-1497.11,63227,-1445.21
1077,5000,-1605.17,48,-1591.37,63275,-1173.04
1078,5000,-607.9,36,-1469.86,63311,-437.41
1079,5000,-1985.61,78,-1573.58,63389,-131.11
1080,5000,-1842.96,55,-1743.59,63444,-516.92
1081,5000,-1662.27,46,-1691.13,63490,-1107.21
1082,5000,-2076.15,58,-1692.6,63548,-500.15
1083,5000,-1215.36,44,-1604.56,63592,-1666.93
1084,5000,-2034.63,54,-1635.85,63646,-2257.99
1085,5000,-1319.97,46,-1475.22,63692,-1306.75
1086,5000,-2094.93,59,-1644.5,63751,-680.81
1087,5000,-205.01,92,-1504.48,63843,-92.68
1088,5000,-1666.13,55,-1610.3,63898,-208.09
1089,5000,-651.07,38,-1476.85,63936,-1320.88
1090,5000,-776.04,31,-1370.16,63967,-559.6
1091,5000,-243.27,58,-1228.25,64025,-214.76
1092,5000,-356.07,31,-1056.25,64056,-927.89
1093,5000,-1140.82,114,-1048.79,64170,-726.53
1094,5000,-546.18,37,-899.95,64207,-1191
1095,5000,-2252.52,53,-993.2,64260,-1229.29
1096,5000,-1734.21,56,-957.13,64316,-818.12
1097,5000,-391.16,71,-975.75,64387,-158.14
1098,5000,-208.64,34,-830,64421,-1616.75
1099,5000,-302.9,82,-795.18,64503,-546.02
1100,5000,-2022.32,114,-919.81,64617,-234.79
1101,5000,-1262.11,47,-1021.69,64664,-1773
1102,5000,-174.02,71,-1003.49,64735,-103.41
1103,5000,-202.41,44,-909.65,64779,-409.33
1104,5000,-158.38,29,-870.87,64808,-514.24
1105,5000,-821.91,35,-727.81,64843,-1258.35
1106,5000,-827.87,38,-637.17,64881,-1248.38
1107,5000,-2342.4,65,-832.29,64946,-1935.07
1108,5000,-1977.54,54,-1009.19,65000,-888.05
1109,5000,-2442.89,61,-1223.18,65061,-995.79
1110,5000,-88.94,25,-1029.85,65086,-218.15
1111,5000,-975.8,39,-1001.22,65125,-1395.79
1112,5000,-2147.04,84,-1198.52,65209,-201.37
1113,5000,-1308.47,77,-1309.12,65286,-303.87
1114,5000,-1558.96,52,-1449.18,65338,-312.45
1115,5000,-319.26,45,-1398.92,65383,-488.96
1116,5000,-255.18,102,-1341.65,65485,-715.76
1117,5000,-1015.35,138,-1208.94,65623,-72.35
1118,5000,-1187.27,46,-1129.92,65669,-1576.86
1119,5000,-973.9,34,-983.02,65703,-728.11
1120,5000,-644.09,50,-1038.53,65753,-1857.31
1121,5000,-118.43,36,-952.8,65789,-1004.16
1122,5000,-529.57,123,-791.05,65912,-315.1
1123,5000,-332.85,98,-693.49,66010,-117.23
1124,5000,-157.48,38,-553.34,66048,-1318.96
1125,5000,-1002.42,40,-621.65,66088,-1412.98
1126,5000,-807.33,86,-676.87,66174,-106.77
1127,5000,-101.72,34,-585.51,66208,-1434.93
1128,5000,-1019.85,58,-568.76,66266,-1586.44
1129,5000,-137.38,55,-485.11,66321,-151.27
1130,5000,-141,31,-434.8,66352,-1323.06
1131,5000,-96.27,32,-432.59,66384,-1112.12
1132,5000,-208.03,34,-400.43,66418,-1357.29
1133,5000,-1047.42,40,-471.89,66458,-1705.26
1134,5000,-250.62,25,-481.2,66483,-211.04
1135,5000,-726.07,35,-453.57,66518,-883.84
1136,5000,-1332.84,44,-506.12,66562,-1820.58
1137,5000,-805.86,34,-576.54,66596,-955.35
1138,5000,-120.88,42,-486.64,66638,-541.71
1139,5000,-1974.13,56,-670.31,66694,-1815.33
1140,5000,-916.33,130,-747.85,66824,-618.55
1141,5000,-1400.71,49,-878.29,66873,-2012.19
1142,5000,-159.59,50,-873.45,66923,-101.12
1143,5000,-96.45,39,-778.35,66962,-461.4
1144,5000,-339.51,43,-787.24,67005,-843.72
1145,5000,-179.98,47,-732.63,67052,-205.81
1146,5000,-1153.02,41,-714.65,67093,-1716.08
1147,5000,-1682.98,54,-802.36,67147,-1938.13
1148,5000,-557.26,44,-846,67191,-953.18
1149,5000,-1200.97,41,-768.68,67232,-1730.21
1150,5000,-1108.47,44,-787.89,67276,-1473.17
1151,5000,-2082.35,56,-856.06,67332,-1162.35
1152,5000,-101.59,59,-850.26,67391,-876.38
1153,5000,-1211.39,36,-961.75,67427,-791.79
1154,5000,-1012.69,76,-1029.07,67503,-310.92
1155,5000,-507.21,76,-1061.79,67579,-369.56
1156,5000,-669.78,36,-1013.47,67615,-542.84
1157,5000,-149.84,53,-860.15,67668,-111.37
1158,5000,-186.6,103,-823.09,67771,-140.19
1159,5000,-184.83,55,-721.47,67826,-531.84
1160,5000,-114.29,35,-622.06,67861,-941.98
1161,5000,-1373.09,42,-551.13,67903,-1276.57
1162,5000,-2231.73,58,-764.15,67961,-719.06
1163,5000,-333.53,34,-676.36,67995,-1290.32
1164,5000,-301.99,25,-605.29,68020,-235.74
1165,5000,-1874.38,50,-742.01,68070,-1271.89
1166,5000,-453.05,35,-720.33,68105,-1181.97
1167,5000,-1364.2,86,-841.77,68191,-382.03
1168,5000,-1762.52,51,-999.36,68242,-727.91
1169,5000,-136.55,38,-994.53,68280,-676.54
1170,5000,-763.64,33,-1059.47,68313,-683.3
1171,5000,-204.68,36,-942.63,68349,-1663.23
1172,5000,-236.65,71,-743.12,68420,-110.66
1173,5000,-901.32,34,-799.9,68454,-1026.25
1174,5000,-571.73,49,-826.87,68503,-440.4
1175,5000,-124.03,33,-651.84,68536,-1081.49
1176,5000,-2050.29,56,-811.56,68592,-565.08
1177,5000,-1422.48,55,-817.39,68647,-1107.89
1178,5000,-200.35,62,-661.17,68709,-660.88
1179,5000,-1984.09,57,-845.93,68766,-466.15
1180,5000,-882.97,73,-857.86,68839,-71.44
1181,5000,-133.28,28,-850.72,68867,-453.34
1182,5000,-1750.74,63,-1002.13,68930,-1370.26
1183,5000,-549.83,26,-966.98,68956,-499.38
1184,5000,-1149.38,80,-1024.75,69036,-325.6
1185,5000,-584.59,89,-1070.8,69125,-655.59
1186,5000,-234.09,44,-889.18,69169,-373.85
1187,5000,-1957.55,56,-942.69,69225,-817.65
1188,5000,-1774.64,54,-1100.12,69279,-1895.36
1189,5000,-2089,55,-1110.61,69334,-1534.88
1190,5000,-99.04,67,-1032.21,69401,-414.48
1191,5000,-278.56,110,-1046.74,69511,-80.26
1192,5000,-1402.3,47,-1011.9,69558,-1720.18
1193,5000,-172.1,65,-974.13,69623,-97.69
1194,5000,-490.22,29,-908.21,69652,-467.69
1195,5000,-289.97,51,-878.75,69703,-170.26
1196,5000,-1750.04,55,-1030.34,69758,-227.04
1197,5000,-1441.96,44,-978.78,69802,-1794.22
1198,5000,-897.83,37,-891.1,69839,-1066.43
1199,5000,-1244.76,36,-806.68,69875,-719.09
1200,5000,-496.28,31,-846.4,69906,-652.07
1201,5000,-1522.69,50,-970.82,69956,-619.66
1202,5000,-1780.64,44,-1008.65,70000,-2265.77
1203,5000,-1953.19,54,-1186.76,70054,-485.07
1204,5000,-816.8,36,-1219.42,70090,-1536.31
1205,5000,-809.06,32,-1271.33,70122,-940.99
1206,5000,-2012.56,53,-1297.58,70175,-482.18
1207,5000,-936.24,52,-1247.01,70227,-723.14
1208,5000,-219.59,25,-1179.18,70252,-425.36
1209,5000,-1300.65,43,-1184.77,70295,-1195.3
1210,5000,-1634.95,42,-1298.64,70337,-1157.55
1211,5000,-1490.48,48,-1295.42,70385,-2069.64
1212,5000,-1356.45,40,-1253,70425,-1331.15
1213,5000,-1545.23,46,-1212.2,70471,-1811.12
1214,5000,-270.08,28,-1157.53,70499,-358.23
1215,5000,-397.22,90,-1116.35,70589,-409.38
1216,5000,-819.26,33,-997.02,70622,-534.5
1217,5000,-690.59,44,-972.45,70666,-1244.85
1218,5000,-612.86,118,-1011.78,70784,-517.03
1219,5000,-350.99,102,-916.81,70886,-173.41
1220,5000,-1366.56,85,-889.97,70971,-240.83
1221,5000,-269.83,41,-767.91,71012,-813.2
1222,5000,-1832.36,58,-815.5,71070,-1993.53
1223,5000,-255.17,71,-686.49,71141,-475.5
1224,5000,-2363.93,74,-895.88,71215,-1985.78
1225,5000,-974.57,39,-953.61,71254,-1640.6
1226,5000,-495,76,-921.19,71330,-834.19
1227,5000,-509.88,46,-903.11,71376,-1360.31
1228,5000,-1228.64,47,-964.69,71423,-1688.06
1229,5000,-1938.05,126,-1123.4,71549,-122.73
1230,5000,-2277.1,55,-1214.45,71604,-651.42
1231,5000,-2126.92,54,-1400.16,71658,-1136.34
1232,5000,-913.18,58,-1308.24,71716,-1489.27
1233,5000,-1281.06,86,-1410.83,71802,-154.36
1234,5000,-1917.46,96,-1366.19,71898,-298.59
1235,5000,-2607.28,70,-1529.46,71968,-1837.8
1236,5000,-709.91,38,-1550.95,72006,-878.11
1237,5000,-1488.05,49,-1648.77,72055,-1881.24
1238,5000,-608.97,39,-1586.8,72094,-441.53
1239,5000,-111.19,77,-1404.11,72171,-342.4
1240,5000,-2535.32,94,-1429.94,72265,-185.57
1241,5000,-249,43,-1242.14,72308,-408.72
1242,5000,-1762.36,53,-1327.06,72361,-615.18
1243,5000,-1438.52,37,-1342.81,72398,-829.06
1244,5000,-704.1,53,-1221.47,72451,-551.38
1245,5000,-3250.24,83,-1285.77,72534,-245.36
1246,5000,-2180.39,59,-1432.81,72593,-1858.43
1247,5000,-1002.95,103,-1384.3,72696,-109.63
1248,5000,-2276.4,62,-1551.05,72758,-1736.14
1249,5000,-97.82,34,-1549.71,72792,-723.38
1250,5000,-460.98,41,-1342.28,72833,-1812.66
1251,5000,-754.6,35,-1392.84,72868,-1118.44
1252,5000,-505.91,37,-1267.19,72905,-383.81
1253,5000,-1614.74,63,-1284.81,72968,-1676.81
1254,5000,-355.31,37,-1249.93,73005,-227.4
1255,5000,-1066.88,44,-1031.6,73049,-1563.88
1256,5000,-166.65,67,-830.23,73116,-232.47
1257,5000,-1533.65,49,-883.3,73165,-1701.2
1258,5000,-2482.89,56,-903.94,73221,-2167.83
1259,5000,-2042.85,98,-1098.45,73319,-93.81
1260,5000,-100.86,37,-1062.43,73356,-1005.02
1261,5000,-929.91,36,-1079.97,73392,-684.84
1262,5000,-1372.81,44,-1166.65,73436,-560.26
1263,5000,-1723.29,43,-1177.51,73479,-1342.44
1264,5000,-1702.91,54,-1312.27,73533,-458.92
1265,5000,-1214.78,41,-1327.06,73574,-1523.04
1266,5000,-2232.46,50,-1533.64,73624,-1106.96
1267,5000,-1439.66,46,-1524.24,73670,-788.33
1268,5000,-1274.7,46,-1403.42,73716,-1798.4
1269,5000,-1978.65,54,-1397,73770,-1271.9
1270,5000,-108.98,36,-1397.82,73806,-822.98
1271,5000,-1164.69,35,-1421.29,73841,-709.15
1272,5000,-1685.75,118,-1452.59,73959,-165.42
1273,5000,-1697.89,127,-1450.05,74086,-125.31
1274,5000,-165.92,70,-1296.35,74156,-325.15
1275,5000,-949.08,39,-1269.78,74195,-1540.6
1276,5000,-1663.2,47,-1212.85,74242,-1898.38
1277,5000,-165.66,36,-1085.45,74278,-1229.16
1278,5000,-2123.48,65,-1170.33,74343,-2025.42
1279,5000,-64.55,35,-978.92,74378,-955.44
1280,5000,-249.22,39,-992.94,74417,-1697.97
1281,5000,-678.78,30,-944.35,74447,-525.61
1282,5000,-147.79,65,-790.56,74512,-413.08
1283,5000,-1538.66,42,-774.63,74554,-1653.62
1284,5000,-1051.8,53,-863.22,74607,-1212.28
1285,5000,-2121.1,60,-980.42,74667,-1359.55
1286,5000,-575.25,34,-871.63,74701,-468.56
1287,5000,-2342.34,69,-1089.3,74770,-760.59
1288,5000,-2046.41,57,-1081.59,74827,-826.56
1289,5000,-2098.44,56,-1284.98,74883,-865.37
1290,5000,-708.29,52,-1330.88,74935,-969.33
1291,5000,-387.31,47,-1301.74,74982,-901.42
1292,5000,-161.41,33,-1303.1,75015,-1664.05
1293,5000,-221.39,26,-1171.37,75041,-549.89
1294,5000,-461.29,29,-1112.32,75070,-289.02
1295,5000,-73.95,22,-907.61,75092,-220.29
1296,5000,-146.55,48,-864.74,75140,-393.21
1297,5000,-1329.46,58,-763.45,75198,-336.33
1298,5000,-126.08,130,-571.42,75328,-207.36
1299,5000,-1515.42,49,-513.11,75377,-1231.9
1300,5000,-350.69,40,-477.35,75417,-1604.51
1301,5000,-1725.51,56,-611.17,75473,-899.08
1302,5000,-2077.25,64,-802.76,75537,-1905.95
1303,5000,-646.86,128,-845.31,75665,-269.95
1304,5000,-767.49,31,-875.93,75696,-526.13
1305,5000,-2080.78,56,-1076.61,75752,-586.64
1306,5000,-472.52,32,-1109.21,75784,-457.77
1307,5000,-757.08,54,-1051.97,75838,-621.92
1308,5000,-1086.29,45,-1147.99,75883,-1572.07
1309,5000,-2139.39,57,-1210.39,75940,-616.8
1310,5000,-917.31,56,-1267.05,75996,-510.62
1311,5000,-193.33,53,-1113.83,76049,-436.1
1312,5000,-636.78,55,-969.78,76104,-378.22
1313,5000,-176.93,82,-922.79,76186,-225.72
1314,5000,-1960.09,61,-1042.05,76247,-1772.38
1315,5000,-64.26,44,-840.4,76291,-300.81
1316,5000,-2513.61,60,-1044.51,76351,-640.66
1317,5000,-2497.57,61,-1218.56,76412,-790.07
1318,5000,-188.27,41,-1128.75,76453,-467.85
1319,5000,-2233.26,66,-1138.14,76519,-1561.2
1320,5000,-1442.06,91,-1190.62,76610,-90.17
1321,5000,-78.16,82,-1179.1,76692,-328.02
1322,5000,-1851.85,48,-1300.61,76740,-1868.56
1323,5000,-521.05,39,-1335.02,76779,-470.58
1324,5000,-710.9,40,-1210.1,76819,-859.25
1325,5000,-866.41,36,-1290.31,76855,-979.43
1326,5000,-791.67,32,-1118.12,76887,-521.53
1327,5000,-1864.02,54,-1054.77,76941,-701.94
1328,5000,-1292,45,-1165.14,76986,-1185.06
1329,5000,-1346.68,43,-1076.48,77029,-1668.68
1330,5000,-1189.79,46,-1051.26,77075,-1289.03
1331,5000,-1910.9,59,-1234.53,77134,-739.85
1332,5000,-2009.58,48,-1250.3,77182,-1343.76
1333,5000,-2188.43,63,-1417.04,77245,-1092.83
1334,5000,-1430.76,39,-1489.03,77284,-1030.7
1335,5000,-442.72,43,-1446.66,77327,-1675.58
1336,5000,-105.14,70,-1378,77397,-245.06
1337,5000,-2114.41,60,-1403.04,77457,-1692.3
1338,5000,-327.15,53,-1306.56,77510,-395
1339,5000,-2014.93,57,-1373.38,77567,-297.28
1340,5000,-54.93,32,-1259.9,77599,-65.8
1341,5000,-2049.9,45,-1273.8,77644,-2342.52
1342,5000,-2333.93,59,-1306.23,77703,-787.78
1343,5000,-1949.51,58,-1282.34,77761,-1217.91
1344,5000,-1519.98,40,-1291.26,77801,-1061.07
1345,5000,-569.55,40,-1303.94,77841,-424.89
1346,5000,-111.08,30,-1304.54,77871,-1361.14
1347,5000,-624.8,36,-1155.57,77907,-854.2
1348,5000,-761.42,60,-1199,77967,-600.63
1349,5000,-39.54,26,-1001.46,77993,-94.27
1350,5000,-226.89,95,-1018.66,78088,-248.31
1351,5000,-1411.02,68,-954.77,78156,-46.61
1352,5000,-263.16,28,-747.69,78184,-178.28
1353,5000,-693.63,146,-622.11,78330,-157.95
1354,5000,-2161.13,59,-686.22,78389,-1881.95
1355,5000,-224.36,118,-651.7,78507,-101.25
1356,5000,-452.81,83,-685.88,78590,-396.54
1357,5000,-63.18,43,-629.72,78633,-240.31
1358,5000,-1099.45,37,-663.52,78670,-609.18
1359,5000,-949.74,40,-754.54,78710,-870.94
1360,5000,-838.41,62,-815.69,78772,-315.93
1361,5000,-2016.3,58,-876.22,78830,-836.33
1362,5000,-2182.54,57,-1068.16,78887,-656.91
1363,5000,-800.66,49,-1078.86,78936,-1425.01
1364,5000,-806.2,42,-943.37,78978,-853.28
1365,5000,-829.21,33,-1003.85,79011,-542.56
1366,5000,-122.9,32,-970.86,79043,-1151.19
1367,5000,-1908.8,47,-1155.42,79090,-1228.69
1368,5000,-1214.38,30,-1166.91,79120,-636.11
1369,5000,-1429.39,58,-1214.88,79178,-397.17
1370,5000,-1312.98,48,-1262.34,79226,-887.44
1371,5000,-590.38,50,-1119.75,79276,-379.37
1372,5000,-458.89,66,-947.38,79342,-509.93
1373,5000,-342.88,59,-901.6,79401,-306.14
1374,5000,-99.04,31,-830.89,79432,-679.4
1375,5000,-92.96,47,-757.26,79479,-215.24
1376,5000,-2457.45,63,-990.71,79542,-1537.78
1377,5000,-1769.82,55,-976.82,79597,-773.6
1378,5000,-881.69,47,-943.55,79644,-1556.74
1379,5000,-74.1,36,-808.02,79680,-587.84
1380,5000,-94.01,77,-686.12,79757,-136.29
1381,5000,-1113.84,55,-738.47,79812,-1742.66
1382,5000,-584.19,60,-751,79872,-329.52
1383,5000,-963.31,37,-813.04,79909,-998.55
1384,5000,-1470.42,50,-950.18,79959,-1043.01
1385,5000,-421.78,55,-983.06,80014,-452.56
1386,5000,-502.28,28,-787.54,80042,-508.47
1387,5000,-449.47,43,-655.51,80085,-446.59
1388,5000,-2515.02,56,-818.84,80141,-948.17
1389,5000,-1483.5,41,-959.78,80182,-1436.52
1390,5000,-809.62,39,-1031.34,80221,-1018.69
1391,5000,-2245.4,66,-1144.5,80287,-1994.74
1392,5000,-181.18,60,-1104.2,80347,-212.01
1393,5000,-1088.05,31,-1116.67,80378,-614.54
1394,5000,-243.69,41,-994,80419,-944.02
1395,5000,-1669.21,65,-1118.74,80484,-2103.62
1396,5000,-72.66,33,-1075.78,80517,-544.91
1397,5000,-929.42,41,-1123.78,80558,-1543.72
1398,5000,-135.66,61,-885.84,80619,-188.49
1399,5000,-1987.82,56,-936.27,80675,-914.3
1400,5000,-1371.12,50,-992.42,80725,-1786.22
1401,5000,-916.97,41,-859.58,80766,-526.95
1402,5000,-1127.58,34,-954.22,80800,-884.04
1403,5000,-1432.93,58,-988.71,80858,-1982.46
1404,5000,-2328.51,57,-1197.19,80915,-845.81
1405,5000,-473.25,42,-1077.59,80957,-1046.42
1406,5000,-2182.94,61,-1288.62,81018,-959.7
1407,5000,-738.89,36,-1269.57,81054,-910.18
1408,5000,-904.18,30,-1346.42,81084,-754.16
1409,5000,-1449.74,78,-1292.61,81162,-24.86
1410,5000,-1346.78,55,-1290.18,81217,-287.53
1411,5000,-503.68,52,-1248.85,81269,-95.04
1412,5000,-91.46,32,-1145.24,81301,-795.79
1413,5000,-287.08,29,-1030.65,81330,-365.44
1414,5000,-1178.34,44,-915.63,81374,-1070.6
1415,5000,-161.4,33,-884.45,81407,-694.16
1416,5000,-1339.18,45,-800.07,81452,-1061.09
1417,5000,-82.92,29,-734.48,81481,-1008.84
1418,5000,-1571.08,40,-801.17,81521,-1248.77
1419,5000,-585.77,34,-714.77,81555,-581
1420,5000,-538.46,57,-633.94,81612,-105.6
1421,5000,-325.94,61,-616.16,81673,-236.06
1422,5000,-301.87,36,-637.21,81709,-567.08
1423,5000,-1753.61,72,-783.86,81781,-64.38
1424,5000,-162.96,31,-682.32,81812,-75.95
1425,5000,-1561.85,51,-822.36,81863,-1925.16
1426,5000,-1366.61,33,-825.11,81896,-845.96
1427,5000,-1439.84,50,-960.8,81946,-1856.07
1428,5000,-1262.9,36,-929.98,81982,-1068.46
1429,5000,-1088.42,41,-980.25,82023,-852.19
1430,5000,-1205.31,40,-1046.93,82063,-1083.24
1431,5000,-2111.78,55,-1225.52,82118,-2041.65
1432,5000,-576.45,38,-1252.97,82156,-1111.3
1433,5000,-1210.23,46,-1198.64,82202,-1383.26
1434,5000,-1444.31,52,-1326.77,82254,-45.91
1435,5000,-324.26,36,-1203.01,82290,-635.37
1436,5000,-96.18,46,-1075.97,82336,-603.3
1437,5000,-776.62,129,-1009.65,82465,-117.82
1438,5000,-2063.44,56,-1089.7,82521,-1215
1439,5000,-1763.14,62,-1157.17,82583,-66.62
1440,5000,-1743.23,51,-1210.97,82634,-1492.99
1441,5000,-1902.6,58,-1190.05,82692,-1020.68
1442,5000,-1055.53,43,-1237.96,82735,-892.41
1443,5000,-1305.85,43,-1247.52,82778,-1153.09
1444,5000,-166.59,32,-1119.75,82810,-1342.11
1445,5000,-754.97,107,-1162.82,82917,-200.16
1446,5000,-2059.49,51,-1359.15,82968,-815.1
1447,5000,-2006.58,59,-1482.14,83027,-360.42
1448,5000,-1662.84,55,-1442.08,83082,-1253.93
1449,5000,-35.81,25,-1269.35,83107,-80.57
1450,5000,-2236.87,66,-1318.71,83173,-304.46
1451,5000,-2868.92,63,-1415.35,83236,-2089.5
1452,5000,-2067.78,60,-1516.57,83296,-930.72
1453,5000,-1553.77,58,-1541.36,83354,-221.34
1454,5000,-2806.54,90,-1805.36,83444,-1324.42
1455,5000,-2433.28,54,-1973.19,83498,-814.43
1456,5000,-2054.28,61,-1972.67,83559,-1738.69
1457,5000,-265.86,42,-1798.59,83601,-513.66
1458,5000,-2075.28,48,-1839.84,83649,-1764.83
1459,5000,-2446.63,70,-2080.92,83719,-667.9
1460,5000,-579.63,30,-1915.2,83749,-511.19
1461,5000,-710.91,38,-1699.39,83787,-579.79
1462,5000,-92.32,28,-1501.85,83815,-814.57
1463,5000,-580.37,40,-1404.51,83855,-312.82
1464,5000,-224.25,35,-1146.28,83890,-1563.09
1465,5000,-900.83,69,-993.04,83959,-199.25
1466,5000,-987.47,56,-886.35,84015,-880.14
1467,5000,-1786.57,52,-1038.43,84067,-2125.8
1468,5000,-319.84,45,-862.88,84112,-369.16
1469,5000,-115.06,35,-629.72,84147,-611.86
1470,5000,-165.32,49,-588.29,84196,-228.92
1471,5000,-67.07,30,-523.91,84226,-411.61
1472,5000,-1368.62,32,-651.54,84258,-732.55
1473,5000,-2326.24,56,-826.13,84314,-1313.5
1474,5000,-249.82,52,-828.68,84366,-308.21
1475,5000,-2535.06,72,-992.11,84438,-1728.07
1476,5000,-1196.98,37,-1013.06,84475,-932.61
1477,5000,-44.22,20,-838.82,84495,-34.28
1478,5000,-1259,50,-932.74,84545,-398.39
1479,5000,-1375.65,49,-1058.8,84594,-1087.7
1480,5000,-1837.25,45,-1225.99,84639,-1848.74
1481,5000,-1377,40,-1356.98,84679,-799.32
1482,5000,-301.78,26,-1250.3,84705,-212.9
1483,5000,-1313.71,50,-1149.05,84755,-1846.48
1484,5000,-847.03,29,-1208.77,84784,-607.94
1485,5000,-139.08,41,-969.17,84825,-740.56
1486,5000,-1856.64,44,-1035.14,84869,-1363.22
1487,5000,-1672.97,61,-1198.01,84930,-182.84
1488,5000,-419.97,49,-1114.11,84979,-379.2
1489,5000,-45.92,30,-981.14,85009,-120.73
1490,5000,-70.8,28,-804.49,85037,-940.55
1491,5000,-731.18,42,-739.91,85079,-521.15
1492,5000,-1676.57,45,-877.39,85124,-1007.35
1493,5000,-120.85,33,-758.1,85157,-509.66
1494,5000,-256.35,67,-699.03,85224,-311.64
1495,5000,-322.84,95,-717.41,85319,-306.2
1496,5000,-1006.23,57,-632.37,85376,-1691.06
1497,5000,-3028.23,85,-767.89,85461,-1441.71
1498,5000,-1174.76,45,-843.37,85506,-1001.04
1499,5000,-1642.57,54,-1003.04,85560,-1622.66
1500,5000,-512.57,34,-1047.22,85594,-576.28
1501,5000,-74.41,26,-981.54,85620,-925.78
1502,5000,-510.62,43,-864.94,85663,-1640.58
1503,5000,-2351.02,81,-1087.96,85744,-189.96
1504,5000,-88.37,69,-1071.16,85813,-51.06
1505,5000,-1022.09,40,-1141.09,85853,-810.02
1506,5000,-629.55,45,-1103.42,85898,-271.06
1507,5000,-1564.42,54,-957.04,85952,-1201.07
1508,5000,-1999.13,63,-1039.48,86015,-1656.45
1509,5000,-559.55,52,-931.17,86067,-1103.18
1510,5000,-420.29,43,-921.95,86110,-1783.52
1511,5000,-75.4,41,-922.05,86151,-204.94
1512,5000,-140.68,43,-885.05,86194,-413.73
1513,5000,-573.56,33,-707.3,86227,-577.13
1514,5000,-102.53,35,-708.72,86262,-562.52
1515,5000,-2109.87,63,-817.5,86325,-1003.58
1516,5000,-644.48,54,-818.99,86379,-669.03
1517,5000,-1791.25,56,-841.67,86435,-1908.29
1518,5000,-1396.12,50,-781.37,86485,-852.57
1519,5000,-46.86,26,-730.1,86511,-119.38
1520,5000,-177.5,39,-705.82,86550,-612.25
1521,5000,-2289.45,70,-927.23,86620,-797.65
1522,5000,-732.5,42,-986.41,86662,-631.93
1523,5000,-1496.71,91,-1078.73,86753,-69.68
1524,5000,-489.87,50,-1117.46,86803,-642.89
1525,5000,-2526.21,63,-1159.1,86866,-2028.17
1526,5000,-354.68,37,-1130.12,86903,-337.63
1527,5000,-142.14,32,-965.21,86935,-1284.45
1528,5000,-199.97,49,-845.59,86984,-501.36
1529,5000,-118.38,28,-852.74,87012,-630.86
1530,5000,-1891.38,60,-1024.13,87072,-246.1
1531,5000,-872.21,58,-882.4,87130,-92.28
1532,5000,-269.9,42,-836.14,87172,-1623.93
1533,5000,-667.66,58,-753.24,87230,-427.61
1534,5000,-2200.69,54,-924.32,87284,-1445.49
1535,5000,-965.98,58,-768.3,87342,-569.91
1536,5000,-92.57,25,-742.09,87367,-47.52
1537,5000,-2584.98,62,-986.37,87429,-1419.04
1538,5000,-1232.68,46,-1089.64,87475,-1316.57
1539,5000,-1700.26,56,-1247.83,87531,-89.83
1540,5000,-1264.4,33,-1185.13,87564,-845.83
1541,5000,-37.05,17,-1101.62,87581,-40.66
1542,5000,-119.89,113,-1086.62,87694,-123.64
1543,5000,-2901.77,74,-1310.03,87768,-1111.07
1544,5000,-265.08,36,-1116.47,87804,-703.04
1545,5000,-606.36,47,-1080.5,87851,-164.91
1546,5000,-1161.68,54,-1187.41,87905,-1654.63
1547,5000,-812.74,37,-1010.19,87942,-929.1
1548,5000,-1873.75,56,-1074.3,87998,-1596.25
