CaseID,Theta1Error0,Theta2Error0,Omega1Error0,Omega2Error0,EvalSetName,SimTime,NumSamples,MaxAbsTheta1,MaxAbsTheta2Error,MaxAbsOmegaError,MaxAbsOmega1Error,MaxAbsOmega2Error,Theta2IAE,Theta2ISE,Theta1IAE,SettlingTimeTheta2,SettlingTimeTheta2Pct2,SettlingTimeBoth,FinalTheta2MAE,FinalTheta1MAE,FinalTheta2Bias,FinalTheta1Bias,FinalTheta2MaxAbsError,Theta2EndRMS,Theta2EndOscRMS,Theta2EndPeakToPeak,Theta2EndOscFreqHz,ActionEnergy,TorqueCommandEnergy,TorqueEnergy,CurrentEnergy,VoltageEnergy,ElectricalAbsEnergy,MeanAbsElectricalPower,DActionEnergy,DTorqueCommandEnergy,ActionDiffRMS,ActionEndRMS,ActionEndOscRMS,ActionEndPeakToPeak,ActionEndOscFreqHz,Terminated,Failed,CaseCost,ControllerName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
1,-0.785398163397448,-3.14159265358979,-5,-10,full_final,0.774,388,1.15098896233722,3.14159265358979,28.1923683244986,18.0138069556254,28.1923683244986,0.939452450080355,1.78735142414412,0.504890918529593,0.774,0.77,NaN,1.21962932099209,0.848259825096187,0.121258308170272,0.848259825096187,3.13326100507055,1.52184313521666,1.44352947955416,6.28037691116333,3.22997416020672,0.139663919150436,2.23462270640698,0.0199642828837617,2.10012180236809,43.858620466012,9.57624101385927,12.3724044106709,0.021800821036681,0.348813136586896,0.167828589483164,0.42575393663962,0.425315602269768,1.99150943756104,21.9638242894057,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:56
2,-0.785398163397448,-3.14159265358979,-5,0,full_final,1,501,0.823907800449175,3.14159265358979,17.6988200775622,17.1325321358793,17.6988200775622,2.60209712436571,6.84142517765023,0.270851202482998,NaN,NaN,NaN,2.5948337502651,0.265212245481237,0.558680930929705,0.25318910730576,3.13911852042144,2.61660558117047,2.49880971243967,6.28071117401123,1,0.0718460373236627,1.1495365971786,0.0107679342949116,1.13272155633521,23.4589624772341,5.14207439847915,5.14207439847915,0.0115303458093549,0.184485532949678,0.107379447797774,0.267780026165321,0.267710903503495,1.82996183633804,24,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:57
3,-0.785398163397448,-3.14159265358979,-5,10,full_final,1,501,0.878576026938982,3.14159265358979,16.5450117594822,16.5450117594822,16.2286316749623,2.68769126785492,7.2729509178177,0.361763361214835,NaN,NaN,NaN,2.67330017023192,0.113574471902005,-0.543931616354753,0.0299426435414781,3.1415209531705,2.69754343936257,2.57658165854895,6.27525854110718,1.5,0.141075712500313,2.257211400005,0.0208344516478022,2.19165829299695,45.2513112043178,9.94495427302881,9.94495427302881,0.0209109487399957,0.334575179839931,0.144606184999106,0.375519299788047,0.375492986310173,1.81415325403214,28.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:30:04
4,-0.785398163397448,-3.14159265358979,0,-10,full_final,1,501,0.785400117969635,3.14159265358979,18.6814065893996,11.0182741328363,18.6814065893996,2.18695270189839,5.01813994485659,0.367990604702849,NaN,NaN,NaN,2.2558880513073,0.495774305436716,-0.313290085708746,0.495774305436716,3.13203176657622,2.24104289014003,2.19250772903237,6.28037691116333,2,0.00822064182917075,0.131530269266732,0.00130368093121604,0.137139348451391,3.05247401381216,0.63977345768114,0.63977345768114,0.00121007693681907,0.0193612309891051,0.0347861601332925,0.0906049021687973,0.0905476647492277,0.901217639446259,22.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:30:04
5,-0.785398163397448,-3.14159265358979,0,0,full_final,1,501,1.26104894122321,3.14159265358979,14.8260525521815,14.8260525521815,12.1490648366694,2.91081063583822,8.49241957705788,0.998986175775528,NaN,NaN,NaN,2.85570288182835,1.09587467286691,-2.85570288182835,-1.09587467286691,3.02163061301177,2.91423651900495,2.00612324493905,6.28316926956177,4.5,0.387725005615559,6.20360008984894,0.0575988738892279,6.05905313759136,125.026787633586,27.4989099512177,27.4989099512177,0.0546986771638384,0.875178834621415,0.233877483233933,0.622335977569843,0.622335371744643,1.79084551334381,27.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:57
6,-0.785398163397448,-3.14159265358979,0,10,full_final,1,501,0.785398163397448,3.14159265358979,19.8489933416149,17.5783780692287,19.8489933416149,2.58576425862194,6.76820720944924,0.258023723765509,NaN,NaN,NaN,2.62152121795103,0.146791139959387,-0.509001992871355,0.124957762698947,3.13986810843413,2.60238500654506,2.49304436335418,6.28146076202393,1.5,0.0667779747440473,1.06844759590476,0.0100111424544448,1.05311163228874,21.8277724174514,4.78402579590454,4.78402579590454,0.010044711694893,0.160715387118288,0.100223309139606,0.258199191198011,0.258198577613593,1.85333555936813,24.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:30:05
7,-0.785398163397448,-3.14159265358979,5,-10,full_final,1,501,0.785398163397448,3.14159265358979,10.0893566563213,5.50391598391174,10.0893566563213,2.57580788085839,6.71577124064605,0.233159553064615,NaN,NaN,NaN,2.61224682742318,0.247256817969594,0.633188577059743,0.215768430855096,3.13755748271152,2.59256768691189,2.48100756769567,6.28037691116333,2,0.0031623029752532,0.0505968476040512,0.000529375416156239,0.0556870917718595,1.23137991500436,0.256057397747199,0.256057397747199,0.000675232717326195,0.0108037234772191,0.0259852403746087,0.0562100569394556,0.0560809026397983,0.33723883330822,29,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:57
8,-0.785398163397448,-3.14159265358979,5,0,full_final,1,501,0.923222376979114,3.14159265358979,15.3550471532899,15.3550471532899,14.4007752894804,2.79590443596709,7.85124136815243,0.499566629203037,NaN,NaN,NaN,2.76658232408092,0.245028770543576,0.0781764372674472,-0.245028770543576,3.14042470454379,2.80226784734668,2.71841852357075,6.28165769577026,2.5,0.176959190096096,2.83134704153754,0.0263508369755642,2.77194866278124,57.2218442147994,12.5782347948738,12.5782347948738,0.0268980162762792,0.430368260420468,0.164006147068576,0.420309902536858,0.420309609329847,1.78603821992874,29.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:57
9,-0.785398163397448,-3.14159265358979,5,10,full_final,1,501,0.785398163397448,3.14159265358979,14.4506917572394,4.97171469637181,14.4506917572394,2.29744114705576,5.45177891203664,0.356028978486895,NaN,NaN,NaN,2.28602510894626,0.386489452237627,-0.0564114117581227,0.386489452237627,3.1391868352811,2.33579157263597,2.27077439422106,6.26733303070068,1.5,0.00551908278142652,0.0883053245028243,0.00089822232916641,0.0944875559938366,1.9359803797572,0.421775280875346,0.421775280875346,0.000916668503551835,0.0146666960568294,0.0302765338761199,0.0742604449234679,0.0740831409936254,0.48327249288559,17,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:30:04
10,-0.785398163397448,-2.35619449019234,-5,-10,full_final,1,501,0.827780134869071,3.14159265358979,27.2108357266111,20.3441099047567,27.2108357266111,1.98229699740073,4.42501083227195,0.257553475028137,NaN,NaN,NaN,2.37306282779925,0.239496060308028,-1.00777323525028,0.199946419972707,3.1375034729666,2.10521046813337,2.10519427647803,6.2790961265564,2,0.0518778216019887,0.830045145631818,0.00784121009582097,0.82484787332765,17.0653076235173,3.73830160424168,3.73830160424168,0.00662130593236199,0.105940894917792,0.0813714073391998,0.227550887534731,0.227312891169303,1.91331869363785,15,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:57
