NumCases,FailureRate,MeanFinalTheta2MAE,MaxFinalTheta2Error,MeanTheta2IAE,MeanTheta2EndRMS,MeanTheta2EndOscRMS,MeanTheta2EndPeakToPeak,MeanTheta2EndOscFreqHz,MeanTorqueEnergy,MeanElectricalAbsEnergy,MeanAbsElectricalPower,MeanDActionEnergy,MeanActionDiffRMS,MeanActionEndOscRMS,MeanActionEndPeakToPeak,MeanActionEndOscFreqHz,MeanCaseCost,Score,ControllerName,EvalSetName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
7,1,2.16401744482943,3.14141938685581,1.8100977738203,1.98309391212726,1.97235499177757,6.27761745037844,1.42857142857143,0.00128875820961642,0.598972071056643,0.598972071056643,0.000867797172547522,0.027181760877723,0.0850020739649607,0.531725100108555,17.2857142857143,1000,-1000,TD3,short_final,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:50
