CaseID,Theta1Error0,Theta2Error0,Omega1Error0,Omega2Error0,EvalSetName,SimTime,NumSamples,MaxAbsTheta1,MaxAbsTheta2Error,MaxAbsOmegaError,MaxAbsOmega1Error,MaxAbsOmega2Error,Theta2IAE,Theta2ISE,Theta1IAE,SettlingTimeTheta2,SettlingTimeTheta2Pct2,SettlingTimeBoth,FinalTheta2MAE,FinalTheta1MAE,FinalTheta2Bias,FinalTheta1Bias,FinalTheta2MaxAbsError,Theta2EndRMS,Theta2EndOscRMS,Theta2EndPeakToPeak,Theta2EndOscFreqHz,ActionEnergy,TorqueCommandEnergy,TorqueEnergy,CurrentEnergy,VoltageEnergy,ElectricalAbsEnergy,MeanAbsElectricalPower,DActionEnergy,DTorqueCommandEnergy,ActionDiffRMS,ActionEndRMS,ActionEndOscRMS,ActionEndPeakToPeak,ActionEndOscFreqHz,Terminated,Failed,CaseCost,ControllerName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
1,0,-0.785398163397448,0,0,short_final,1,501,0.631926605528725,3.14159265358979,17.6509276642273,5.56917507569995,17.6509276642273,1.88000887735461,3.94897355510854,0.244217895283189,NaN,NaN,NaN,2.11643723918899,0.172015799453438,-0.438298565177997,0.00436404301502939,3.14141938685581,1.98903260201322,1.97944908355997,6.26766395568848,1.5,0.00611982022804425,0.0979171236487081,0.00100776560144539,0.106010845648431,2.12704908711697,0.467770398502613,0.467770398502613,0.000638261746218177,0.0102121879394908,0.0252638426653226,0.0782205112496828,0.0782163412453196,0.410025998950005,16,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:50
2,0,-0.349065850398866,0,0,short_final,1,501,0.709784030509487,3.14159265358979,18.9938095150947,5.56229279514655,18.9938095150947,1.62246712530192,3.27006501398431,0.305490490156226,NaN,NaN,NaN,1.80233734590798,0.321353963800739,0.20223214353403,0.0133907195881929,3.1379661321561,1.81022138748566,1.8099674513177,6.28158330917358,1.5,0.0230116829209787,0.36818692673566,0.00356106147040013,0.374602127063788,7.67186247607807,1.68501547179901,1.68501547179901,0.00298083259495291,0.0476933215192465,0.054597001702959,0.151597929388675,0.151575772231422,1.15077883005142,16.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:50
3,0,-0.0872664625997165,0,0,short_final,1,501,0.561233676148147,3.14159265358979,15.3721719141559,5.75304515729341,15.3721719141559,1.59384870887444,3.52457681553165,0.271601329080004,NaN,NaN,NaN,2.30938344454837,0.239240767171725,-1.06552358965628,0.189759442162518,3.14039229148115,1.87915105585418,1.87642540740844,6.28198494507094,1,0.00487812415813812,0.0780499865302099,0.000812588926382348,0.0854794399876237,1.67230809450189,0.37130702965484,0.37130702965484,0.00040379360234352,0.00646069763749632,0.0200946162527061,0.0697974961228331,0.0697525078004264,0.438535004854202,19.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:50
4,0,0,0,0,short_final,1,501,0.506418361622281,3.14159265358979,15.3517427373216,5.75081246446438,15.3517427373216,1.71576198964844,3.77325821322385,0.245430302797002,NaN,NaN,NaN,2.18918009235088,0.242757305932608,-0.467733452440539,0.227558164029202,3.1329637608775,1.94396812881591,1.94385514708105,6.28161133617257,2,0.00554891742063399,0.0887826787301438,0.000916784599887829,0.0964401945970101,1.90234863043376,0.421675267307153,0.421675267307153,0.000607441888726799,0.00971907021962879,0.024646336213052,0.0744773405305984,0.0744749649067887,0.440546065568924,20.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:50
5,0,0.0872664625997165,0,0,short_final,1,501,0.492510677766055,3.14159265358979,15.3529035625339,5.75973035012539,15.3529035625339,1.78803788222047,3.91535811445746,0.229679375274689,NaN,NaN,NaN,2.16263640674476,0.237493909496779,-0.157612789365654,0.230702199421932,3.13659365487332,1.98023655377678,1.97812901159862,6.27818630846311,2,0.00580044414881842,0.0928071063810947,0.000963014329056623,0.101303282478014,2.05890001468864,0.449595333678299,0.449595333678299,0.000539468369096558,0.00863149390554493,0.0232264583847077,0.0761072231170348,0.0759964502889904,0.424109250307083,17.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:50
6,0,0.349065850398866,0,0,short_final,1,501,0.50436129187876,3.14159265358979,15.5166966805369,6.50385887648564,15.5166966805369,1.94541594940285,4.29073262870685,0.208682422355283,NaN,NaN,NaN,2.21390783424173,0.268453461648637,0.459420870963279,0.257510364537992,3.1402027831697,2.07328819266714,2.05768968438481,6.28179543675949,1,0.00577796577172359,0.0924474523475775,0.000952309451892773,0.100177194150456,1.92880936766216,0.431969917343865,0.431969917343865,0.00051265880514197,0.00820254088227152,0.0226419699925154,0.0760054132716539,0.0759472468870765,0.438833430409431,16,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:50
7,0,0.785398163397448,0,0,short_final,1,501,0.540027499282049,3.14159265358979,15.3398038153908,6.49780203428766,15.3398038153908,2.12514388393937,4.85590038632455,0.21508683988417,NaN,NaN,NaN,2.35423975082328,0.313431570573109,1.09402391751891,0.262649751598093,3.13003700983758,2.20575946427797,2.16096915709241,6.27049686132093,1,0.00480420789478198,0.0768673263165116,0.000807783088249822,0.0849738948849254,1.62643350943575,0.36547107911072,0.36547107911072,0.000392123201352723,0.00627397122164357,0.0198021009327981,0.0692720234493198,0.0690512343947015,0.41924712061882,15,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 11:29:50
