CaseID,Theta1Error0,Theta2Error0,Omega1Error0,Omega2Error0,EvalSetName,SimTime,NumSamples,MaxAbsTheta1,MaxAbsTheta2Error,MaxAbsOmegaError,Theta2IAE,Theta2ISE,Theta1IAE,SettlingTimeTheta2,SettlingTimeBoth,FinalTheta2MAE,FinalTheta1MAE,FinalTheta2Bias,FinalTheta1Bias,FinalTheta2MaxAbsError,ActionEnergy,TorqueCommandEnergy,TorqueEnergy,CurrentEnergy,VoltageEnergy,DActionEnergy,DTorqueCommandEnergy,Terminated,Failed,CaseCost,ControllerName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
1,-0.785398163397448,-3.14159265358979,-5,-10,full_final,0.38,7601,1.5737870323176,3.14159265358979,26.9759847304641,0.407701730914029,0.731330203908669,0.223745678621798,NaN,NaN,1.07297798266283,0.588882142485702,1.04631727653853,-0.588882142485702,3.14159265358979,0.0443297549966114,0.00711890327036883,0.00661433269999628,0.695787792241554,14.8765642710833,0.0519891165564251,8.66268110237733e-05,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,16-Jun-2026 03:07:02
2,-0.785398163397448,-3.14159265358979,-5,0,full_final,5,100001,0.817405075907024,3.14159265358979,25.0692534032569,2.06022337361423,3.93204414352491,1.55123099612238,2.72345,NaN,0.00601523096992444,0.251551166720019,-0.000718279010919709,-0.251551166720019,0.0100295778535318,0.0787742863695587,0.0123565038813129,0.011649722415858,1.2254803330291,26.2330755696134,0.0724311813021024,0.000117666787693606,0,0,5.07492284432758,TD3,NaN,mathworks_style_single_run,NaN,16-Jun-2026 03:07:13
3,-0.785398163397448,-3.14159265358979,-5,10,full_final,5,100001,0.817261039953525,3.14159265358979,26.2020994186777,3.39233289970071,7.58931794184328,1.41106302112152,3.05285,NaN,0.006013185887948,0.251054294449969,-0.000346050835491052,-0.251054294449969,0.0100302096465728,0.228023015343778,0.0350411994700592,0.032537405321433,3.42273823236638,72.0290381975439,0.265898510825471,0.000411610754711049,0,0,7.6904556675687,TD3,NaN,mathworks_style_single_run,NaN,16-Jun-2026 03:07:08
4,-0.785398163397448,-3.14159265358979,0,-10,full_final,5,100001,0.785479791938469,3.14159265358979,26.1494139420336,1.27152928736145,2.27358108020694,1.30776241888781,1.9071,NaN,0.00603047736677067,0.250449126134651,9.61091293502824e-05,-0.250449126134651,0.0100393161020054,0.0531358230097015,0.00842472661207224,0.00787968869172992,0.828895588873628,17.7440570577854,0.0567422369116691,9.31616408167526e-05,0,0,3.37420810457259,TD3,NaN,mathworks_style_single_run,NaN,16-Jun-2026 03:07:08
5,-0.785398163397448,-3.14159265358979,0,0,full_final,5,100001,0.796907276599061,3.14159265358979,24.3338045556048,2.17797339945306,4.49435502917921,1.26519928175449,2.19745,NaN,0.00603890521277859,0.250173497665223,0.000305479283395422,-0.250173497665223,0.0100296870155108,0.0844257679133048,0.0132107377356845,0.0123892328049654,1.30327235292207,27.815518860428,0.0854863260047995,0.000137417475513262,0,0,5.16926053499746,TD3,NaN,mathworks_style_single_run,NaN,16-Jun-2026 03:07:08
6,-0.785398163397448,-3.14159265358979,0,10,full_final,1.26,25201,1.58122877897967,3.14159265358979,23.341925151274,2.20836880836088,4.82819105651615,0.45780429577871,NaN,NaN,1.3515880352564,0.375279010982359,-0.247251902805427,0.210445470871568,3.14146064233432,0.109780884714476,0.0169816451440211,0.015849320522816,1.66725265197276,35.4114104366887,0.11973798836754,0.000187804584682907,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,16-Jun-2026 03:07:08
7,-0.785398163397448,-3.14159265358979,5,-10,full_final,5,100001,1.54654774693312,3.14159265358979,24.4811854296815,1.87198484171103,3.51197396938578,1.61399539162246,2.57385,NaN,0.00598602993398128,0.251399635076462,-0.000602856787243962,-0.251399635076462,0.0100294488512971,0.0630159193177118,0.00971975576086393,0.00919394853619897,0.967147775011068,21.1722566424779,0.0567084237469369,8.89547749087048e-05,0,0,4.72742545939772,TD3,NaN,mathworks_style_single_run,NaN,16-Jun-2026 03:07:08
8,-0.785398163397448,-3.14159265358979,5,0,full_final,5,100001,0.935869612316972,3.14159265358979,26.9023778572641,2.93770144830958,6.29701211120806,1.43164930915744,2.2953,NaN,0.00609232453747127,0.251728972541079,-0.000857700441261191,-0.251728972541079,0.0100248368288773,0.119279848778165,0.0184848461410982,0.0172978952573958,1.81963395212579,38.6170567096353,0.126543737334924,0.000199320813730229,0,0,6.77758238935093,TD3,NaN,mathworks_style_single_run,NaN,16-Jun-2026 03:07:08
9,-0.785398163397448,-3.14159265358979,5,10,full_final,0.87,17401,1.58949531380443,3.14159265358979,22.7152344266987,1.29549673905118,2.65439167015472,0.358847778101611,NaN,NaN,1.19975516367851,0.408191536021931,0.356473475617031,-0.226429869718445,3.14132295931693,0.043644700473261,0.00674247054548114,0.00632779416929712,0.665645671983918,14.2984451809598,0.0449880810969984,7.05792114794472e-05,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,16-Jun-2026 03:07:03
10,-0.785398163397448,-2.35619449019234,-5,-10,full_final,0.45,9001,1.57735127648241,3.14122546209821,26.4539058966943,0.551479056182098,1.11602949915817,0.256841144538942,NaN,NaN,1.22551991295087,0.570825937729006,0.553026498370695,-0.570825937729006,3.14122546209821,0.0734401463302313,0.0114712432580559,0.0106798955909051,1.12346041718923,23.7096247591504,0.0837325095327765,0.00013349346686663,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,16-Jun-2026 03:07:07
