TestName,SourceType,StartTime,EndTime,NumSamples,MedianDt,MedianFs,MaxAbsTheta1,MaxAbsTheta2Wrapped,MaxAbsTheta2UprightError,MaxAbsOmega1,MaxAbsOmega2,MeanCurrentCommand,MaxAbsCurrentCommand,MaxAbsCurrent,CurrentAbsIntegral,EnableOffTime
swingup_500hz_long_hardware_20260707,hardware,0,11.51,5756,0.002,500,1.08301138877869,3.14159265358979,3.14159265358979,14.5371107401913,25.1978682629404,0.419853535241131,3.92872905731201,3.26111936569214,9.65752529140537,0
