NumCases,FailureRate,MeanFinalTheta2MAE,MaxFinalTheta2Error,MeanTheta2IAE,MeanTheta2EndRMS,MeanTheta2EndOscRMS,MeanTheta2EndPeakToPeak,MeanTheta2EndOscFreqHz,MeanTorqueEnergy,MeanElectricalAbsEnergy,MeanAbsElectricalPower,MeanDActionEnergy,MeanActionDiffRMS,MeanActionEndOscRMS,MeanActionEndPeakToPeak,MeanActionEndOscFreqHz,MeanCaseCost,Score,ControllerName,EvalSetName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
7,0.285714285714286,0.273966300235918,3.14000920453344,0.800251711481672,0.449556367688256,0.444933704885984,1.94318397293413,18.7857142857143,0.356144503775756,170.02841186723,38.2208732608738,0.32819528632785,0.267648201241657,0.739645214281924,1.98115995952061,23.4285714285714,288.666514190998,-288.666514190998,TD3,short_final,NaN,mathworks_style_single_run,NaN,08-Jul-2026 14:06:38
