CaseID,Theta1Error0,Theta2Error0,Omega1Error0,Omega2Error0,EvalSetName,SimTime,NumSamples,MaxAbsTheta1,MaxAbsTheta2Error,MaxAbsOmegaError,MaxAbsOmega1Error,MaxAbsOmega2Error,Theta2IAE,Theta2ISE,Theta1IAE,SettlingTimeTheta2,SettlingTimeTheta2Pct2,SettlingTimeBoth,FinalTheta2MAE,FinalTheta1MAE,FinalTheta2Bias,FinalTheta1Bias,FinalTheta2MaxAbsError,Theta2EndRMS,Theta2EndOscRMS,Theta2EndPeakToPeak,Theta2EndOscFreqHz,ActionEnergy,TorqueCommandEnergy,TorqueEnergy,CurrentEnergy,VoltageEnergy,ElectricalAbsEnergy,MeanAbsElectricalPower,DActionEnergy,DTorqueCommandEnergy,ActionDiffRMS,ActionEndRMS,ActionEndOscRMS,ActionEndPeakToPeak,ActionEndOscFreqHz,Terminated,Failed,CaseCost,ControllerName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
1,0,-0.785398163397448,0,0,short_final,5,2501,0.870981513243243,3.14159265358979,35.005648880956,24.0062086815713,35.005648880956,1.68045791651177,2.62543921670958,1.69908193117916,5,4.996,NaN,0.0611043297754232,0.369470106178071,-0.000675102663331592,-0.369470106178071,0.108928354578563,0.0679124622992101,0.0679101505995729,0.232615232467651,24.5,2.81548917217781,45.047826754845,0.417531387704202,43.9217764843343,907.771985550214,199.354341363178,39.8708682726355,0.384332854033934,6.14932566454295,0.2772482115484,0.831780901988182,0.831770306630459,1.98162001371384,24.5,0,0,6.0573715911882,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 14:06:37
2,0,-0.349065850398866,0,0,short_final,1,501,0.935624388360592,3.14159265358979,22.0647789298723,19.6025031489085,22.0647789298723,0.987077017021559,1.81488385798428,0.622018919123162,NaN,NaN,NaN,0.724257930090238,0.725552694968493,-0.48415717354343,0.725552694968493,3.14000920453344,1.35273622171726,1.32654967584418,6.24338388442993,4,0.246370303002768,3.94192484804429,0.0367694407433098,3.86792276063745,80.0167897517228,17.5659044184045,17.5659044184045,0.0362509629364526,0.580015406983241,0.190396856424817,0.496323032289394,0.496244257260437,1.97672498226166,20.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 14:06:31
3,0,-0.0872664625997165,0,0,short_final,5,2501,0.56508566242854,3.14159265358979,21.4806094730355,21.4806094730355,16.4651484317849,0.311496153132179,0.0334435686486769,1.7007587775751,NaN,4.992,NaN,0.0610120425977767,0.378396400120629,0.00106180898116707,-0.378396400120629,0.114206941919871,0.0683917873564168,0.0683647636713583,0.226787090301514,24.5,3.44924452602576,55.1879124164121,0.510916355698331,53.7453102641242,1110.29246656616,243.897907883632,48.7795815767263,0.473909836540197,7.58255738464316,0.307866801243718,0.831226429491807,0.831206804043603,1.98154628276825,24.5,0,0,3.36312987583065,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 14:06:38
4,0,0,0,0,short_final,5,2501,0.578096056814857,3.14159265358979,21.1336582277605,21.1336582277605,16.5882428681361,0.309556713612911,0.0333950170021821,1.75821038166317,NaN,NaN,NaN,0.0619321960219241,0.385653058905526,-0.00024364957401649,-0.385653058905526,0.109809311228343,0.0681840684301173,0.0681821015927398,0.215356588363647,24.5,3.43391437321329,54.9426299714126,0.509429669696495,53.5889198891777,1107.06572076363,243.195490315813,48.6390980631627,0.468215167188061,7.49144267500897,0.30601149232931,0.832570039316647,0.832459885043165,1.98196637630463,24,0,0,3.38367357832606,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 14:06:38
5,0,0.0872664625997165,0,0,short_final,5,2501,0.585991887187241,3.14159265358979,20.9374770041142,20.9374770041142,16.367734592435,0.31208099843651,0.0337795967217296,1.83080690081959,NaN,NaN,NaN,0.060899533725186,0.383255618917515,0.00158246006518549,-0.383255618917515,0.110472353296824,0.0682610784714834,0.0682539568938844,0.223304748535156,24.5,3.42595370443015,54.8152592708825,0.507507468141384,53.3867159123087,1102.87310457311,242.272818817157,48.4545637634315,0.46859432982466,7.49750927719456,0.306135371959745,0.833468220344002,0.833449210950153,1.98163640499115,24.5,0,0,3.40752806806726,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 14:06:38
6,0,0.349065850398866,0,0,short_final,5,2501,0.714427535427672,3.14159265358979,30.3104208446151,24.2934550328178,30.3104208446151,0.88568156332697,1.08370330311846,1.66919850274894,NaN,NaN,NaN,0.0618083214538294,0.400804885948797,0.00212348033337626,-0.400804885948797,0.104368774098805,0.068037584347443,0.0680375190639528,0.214226722717285,24.5,3.16903477798432,50.7045564477491,0.470431953037643,49.4865959802912,1022.55164407566,224.595404425834,44.9190808851669,0.428803506727821,6.86085610764514,0.29284928093742,0.831871752861546,0.831790966714886,1.98161417245865,25.5,0,0,4.45389622357557,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 14:06:37
7,0,0.785398163397448,0,0,short_final,1,501,0.791647485011417,3.14159265358979,32.3619273423208,22.5027246306002,32.3619273423208,1.11541161832981,2.10157003324379,0.382569720708067,NaN,NaN,NaN,0.886749747987053,0.530172329572256,-0.414591375731015,0.526472475945549,3.13653573871637,1.45337137119587,1.4472377665362,6.24661354372372,5,0.271054187842686,4.33686700548298,0.0404252514089293,4.25249192993339,88.0527338932245,19.3170158465893,19.3170158465893,0.0372603470438214,0.596165552701143,0.193029394248185,0.520647632249797,0.520595069330765,1.98301148414612,20.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 14:06:31
