Episode,EpisodeReward,EpisodeSteps,AverageReward,StepCount,EpisodeQ0
1,569.351040704419,793,569.351040704419,793,28.3275909423828
2,738.902250486076,1122,654.126645595247,1915,28.3275909423828
3,955.873854430938,1427,754.709048540478,3342,28.3275909423828
4,996.08328483696,1548,815.052607614598,4890,28.3275909423828
5,1409.07452098542,2068,933.856990288763,6958,47.5652122497559
6,1822.09995352434,2500,1081.89748416136,9458,47.5652122497559
7,1355.85434841883,2016,1121.03417905528,11474,47.5652122497559
8,1754.12781928359,2500,1200.17088408382,13974,47.5652122497559
9,1679.3060619229,2500,1253.40812606594,16474,47.5652122497559
10,1761.11928671646,2500,1304.17924213099,18974,47.5652122497559
11,1139.91687105676,1708,1361.23582516623,20682,47.5652122497559
12,1727.21034814986,2500,1460.06663493261,23182,47.5652122497559
13,1765.83369285999,2500,1541.06261877551,25682,47.5652122497559
14,1763.21081998072,2500,1617.77537228989,28182,47.5652122497559
15,1813.05512010688,2500,1658.17343220203,30682,47.5652122497559
16,1784.3725717777,2500,1654.40069402737,33182,47.5652122497559
17,1839.23856593457,2500,1702.73911577894,35682,47.5652122497559
18,1189.48859812561,1761,1646.27519366314,37443,47.5652122497559
19,1840.79596257331,2500,1662.42418372819,39943,47.5652122497559
20,1764.36190679584,2500,1662.74844573612,42443,47.5652122497559
21,630.85080886358,1003,1611.84183951681,43446,47.5652122497559
22,1515.54250799871,2500,1590.67505550169,45946,47.5652122497559
23,1475.50473028176,2129,1561.64215924387,48075,47.5652122497559
24,1787.23534533587,2500,1564.04461177938,50575,47.5652122497559
25,1675.71554268126,2500,1550.31065403682,53075,47.5652122497559
26,387.84022144106,670,1410.65741900316,53745,71.0119171142578
27,1815.52941408353,2500,1408.28650381805,56245,71.0119171142578
28,694.539203007197,1106,1358.79156430621,57351,71.0119171142578
29,1699.33446919817,2500,1344.6454149687,59851,71.0119171142578
30,362.102422402442,626,1204.41946652936,60477,71.0119171142578
31,772.522304293879,1085,1218.58661607239,61562,71.0119171142578
32,1020.12437970197,1384,1169.04480324271,62946,71.0119171142578
33,1031.11073075594,1555,1124.60540329013,64501,71.0119171142578
34,1156.09084328906,1718,1061.49095308545,66219,71.0119171142578
35,1844.65658644582,2500,1078.38505746191,68719,71.0119171142578
36,1832.00126269826,2500,1222.80116158763,71219,71.0119171142578
37,1474.06257077679,2037,1188.65447725695,73256,71.0119171142578
38,1710.34272642031,2500,1290.23482959827,75756,71.0119171142578
39,1757.89510032414,2500,1296.09089271086,78256,71.0119171142578
40,793.044040666008,1216,1339.18505453722,79472,71.0119171142578
41,428.772317256005,745,1304.81005583343,80217,71.0119171142578
42,1260.10313247181,1875,1328.80793111042,82092,71.0119171142578
43,1713.81158709387,2500,1397.07801674421,84592,71.0119171142578
44,1801.71113129567,2500,1461.64004554487,87092,71.0119171142578
45,1702.76985632022,2500,1447.45137253231,89592,71.0119171142578
46,115.721329049561,266,1275.82337916744,89858,71.0119171142578
47,109.995006471031,248,1139.41662273686,90106,71.0119171142578
48,80.4314535413945,212,976.425495448972,90318,71.0119171142578
49,92.4131626579716,162,809.877301682354,90480,71.0119171142578
50,299.393831828221,444,760.512280798576,90924,71.0119171142578
51,111.694743958215,193,728.804523468797,91117,71.0119171142578
52,341.96533093244,500,636.990743314859,91617,71.0119171142578
