CaseID,Theta1Error0,Theta2Error0,Omega1Error0,Omega2Error0,EvalSetName,SimTime,NumSamples,MaxAbsTheta1,MaxAbsTheta2Error,MaxAbsOmegaError,MaxAbsOmega1Error,MaxAbsOmega2Error,Theta2IAE,Theta2ISE,Theta1IAE,SettlingTimeTheta2,SettlingTimeTheta2Pct2,SettlingTimeBoth,FinalTheta2MAE,FinalTheta1MAE,FinalTheta2Bias,FinalTheta1Bias,FinalTheta2MaxAbsError,Theta2EndRMS,Theta2EndOscRMS,Theta2EndPeakToPeak,Theta2EndOscFreqHz,ActionEnergy,TorqueCommandEnergy,TorqueEnergy,CurrentEnergy,VoltageEnergy,ElectricalAbsEnergy,MeanAbsElectricalPower,DActionEnergy,DTorqueCommandEnergy,ActionDiffRMS,ActionEndRMS,ActionEndOscRMS,ActionEndPeakToPeak,ActionEndOscFreqHz,Terminated,Failed,CaseCost,ControllerName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
1,-0.785398163397448,-3.14159265358979,-5,-10,full_final,5,2501,1.29903104861348,3.14159265358979,23.0424141319768,10.3626746601078,23.0424141319768,8.26637367753896,15.8688075501869,4.84420981430262,NaN,NaN,NaN,1.50859643291553,1.13021754387365,0.629654985113202,1.13021754387365,3.11995408534213,1.8207457999429,1.80879672624792,6.2462742964374,1.5,0.0540009328688523,0.121502098954918,0.0014040373281408,0.147696234386934,4.15996622503813,0.756917638111707,0.151383527622341,0.000867130762781063,0.00195104421625739,0.0131691363633388,0.0813996018874488,0.0807450153053279,0.330663651227951,5.5,0,0,64.7267784640596,TD3,NaN,mathworks_style_single_run,NaN,09-Jul-2026 03:24:09
2,-0.785398163397448,-3.14159265358979,-5,0,full_final,5,2501,1.3391507227402,3.14159265358979,22.8297390770331,9.60226116457585,22.8297390770331,9.28558019882955,19.0281791419684,4.90882218547445,NaN,NaN,NaN,1.9253339383397,0.899127440861022,-1.00770234944854,0.899127440861022,3.13397535483306,1.91360009185098,1.91353050642213,6.2421878019916,1.5,0.0382576639976368,0.0860797439946827,0.00104433973372751,0.109858223140304,3.63723226753841,0.606415589636981,0.121283117927396,0.000466262132495976,0.00104908979811595,0.00965672959646252,0.0859070818011048,0.0850797472885175,0.322430580854416,4.5,0,0,75.2022780915423,TD3,NaN,mathworks_style_single_run,NaN,09-Jul-2026 03:24:09
3,-0.785398163397448,-3.14159265358979,-5,10,full_final,5,2501,1.42593288057527,3.14159265358979,21.5524615179215,9.90064218570125,21.5524615179215,10.2594461268766,22.6434453765925,4.79834046968864,NaN,NaN,NaN,1.65848220869853,0.999855333827881,-0.00418894608095826,0.999855333827881,3.13706287543242,1.78394235278707,1.77373077036809,6.24973613420595,1,0.0243498898222478,0.0547872521000576,0.000710043933917557,0.0746923270393225,2.85505738757921,0.436849413977492,0.0873698827954984,0.000306829427772152,0.000690366212487342,0.00783363807910669,0.0730590101051758,0.0729200652930871,0.31936115026474,4,0,0,71.7731227270663,TD3,NaN,mathworks_style_single_run,NaN,09-Jul-2026 03:24:02
4,-0.785398163397448,-3.14159265358979,0,-10,full_final,5,2501,1.31636599182406,3.14159265358979,23.0372078457094,9.83528228618405,23.0372078457094,8.49487944965371,16.4684032926678,4.91876202880731,NaN,NaN,NaN,1.52711900844342,1.07084993727179,0.0354391463034865,1.07084993727179,3.12004611491367,1.70437724782365,1.69800456871343,6.2489975134479,1,0.0466907041746452,0.105054084392952,0.00124007458429629,0.130448345488104,3.90121869854625,0.68845558957004,0.137691117914008,0.000677504141394683,0.00152438431813804,0.0116404823043951,0.077544539822807,0.0772249012430829,0.331089079380035,10,0,0,65.5919424150205,TD3,NaN,mathworks_style_single_run,NaN,09-Jul-2026 03:24:01
5,-0.785398163397448,-3.14159265358979,0,0,full_final,5,2501,1.41951961746421,3.14159265358979,22.0767439730562,9.38912087293399,22.0767439730562,9.96027417224224,21.4571845329532,4.89302148696966,NaN,NaN,NaN,1.71394706826134,1.13102511082038,0.94809985207613,1.13102511082038,3.13389572302764,1.83712881583357,1.81923762588569,6.26033384004702,1,0.0277787596713301,0.0625022092604928,0.000799729947404158,0.0841267531786096,3.09383240124806,0.486742621425402,0.0973485242850805,0.000294139996645279,0.000661814992451877,0.00766994128589365,0.0753015685367178,0.0750349880293393,0.319027692079544,4,0,0,72.3155884553288,TD3,NaN,mathworks_style_single_run,NaN,09-Jul-2026 03:24:02
6,-0.785398163397448,-3.14159265358979,0,10,full_final,5,2501,1.40595037833935,3.14159265358979,22.1905183797448,9.97628520917145,22.1905183797448,10.0998255148921,21.9002205476563,4.81304934585723,NaN,NaN,NaN,1.97169956480255,0.899853825331684,-0.986620162528096,0.899853825331684,3.13235983054107,1.97190157812301,1.97183114181668,6.27222425142397,1.5,0.025477617548135,0.0573246394833038,0.000737789691255465,0.0776110128868338,2.8493845351326,0.446172881601153,0.0892345763202305,0.00024009054719469,0.000540203731188053,0.00692951004320926,0.0841610620810661,0.0832580159960464,0.320253327488899,4.5,0,0,77.702063939493,TD3,NaN,mathworks_style_single_run,NaN,09-Jul-2026 03:24:09
7,-0.785398163397448,-3.14159265358979,5,-10,full_final,5,2501,1.33872213461273,3.14159265358979,22.8428440861721,9.70492776279946,22.8428440861721,8.83398269065352,17.4485987525084,4.94119079678971,NaN,NaN,NaN,1.76939585493858,0.959924401752502,-0.754877170722459,0.959924401752502,3.13551220099395,1.77642429577596,1.76197411067835,6.24663764635195,1,0.0377780162284777,0.0850005365140747,0.0010340958426751,0.108780627763324,3.52262580141176,0.59525242116578,0.119050484233156,0.000588456700337261,0.00132402757575884,0.0108485639633756,0.07885968559382,0.0783549521872663,0.324950337409973,4.5,0,0,71.2042011386976,TD3,NaN,mathworks_style_single_run,NaN,09-Jul-2026 03:24:02
8,-0.785398163397448,-3.14159265358979,5,0,full_final,5,2501,1.40765969004434,3.14159265358979,21.4066452252237,9.01828959197547,21.4066452252237,10.7954687217736,24.9435827738345,4.47349920023559,NaN,NaN,NaN,1.71994678992925,0.97594924538259,-0.186042766747091,0.97594924538259,3.12334045569365,1.85018979003065,1.82978670030572,6.25463039079775,1,0.0225455320017491,0.0507274470039355,0.000664289134271394,0.0698791988714154,2.76239211815837,0.415214443271246,0.0830428886542491,0.00029181423850469,0.000656582036635553,0.00763955808283033,0.0773642147678386,0.077346757805658,0.315870605409145,6,0,0,73.8434207310555,TD3,NaN,mathworks_style_single_run,NaN,09-Jul-2026 03:24:02
9,-0.785398163397448,-3.14159265358979,5,10,full_final,5,2501,1.3828136781677,3.14159265358979,22.0133043741293,10.5246573056408,22.0133043741293,9.66224559247047,20.2249302605946,4.83864465035498,NaN,NaN,NaN,1.73320637227269,1.00595892829249,-0.47019735165139,1.00595892829249,3.13236984412139,1.78780020165102,1.77366806470972,6.26637298265566,1,0.0262513374923821,0.0590655093578598,0.000760221697409412,0.079970724250826,2.68181748098724,0.441741372333301,0.0883482744666603,0.000265498646205518,0.000597371953962415,0.00728695610259205,0.0776327373005793,0.0765092204895801,0.315194226801395,3,0,0,72.0698927482135,TD3,NaN,mathworks_style_single_run,NaN,09-Jul-2026 03:24:02
10,-0.785398163397448,-2.35619449019234,-5,-10,full_final,5,2501,1.29404495401485,3.14159265358979,28.9902208666017,16.7667118818272,28.9902208666017,7.22788753634486,13.5304983483357,4.82876323916763,NaN,NaN,NaN,1.44403618388045,1.10971134236134,0.503995251073595,1.10971134236134,3.12663652897671,1.73273056232166,1.72289567330535,6.24692184129824,1,0.0496324606745561,0.111673036517751,0.00130173523064628,0.136934672520318,4.0834669032026,0.71637440987132,0.143274881974264,0.00091556621278928,0.00206002397877588,0.0135319341765269,0.0831379795958743,0.0822952969559981,0.335691809654236,7,0,0,61.3842847449104,TD3,NaN,mathworks_style_single_run,NaN,09-Jul-2026 03:24:02
