NumCases,FailureRate,MeanFinalTheta2MAE,MaxFinalTheta2Error,MeanTheta2IAE,MeanTheta2EndRMS,MeanTheta2EndOscRMS,MeanTheta2EndPeakToPeak,MeanTheta2EndOscFreqHz,MeanTorqueEnergy,MeanElectricalAbsEnergy,MeanAbsElectricalPower,MeanDActionEnergy,MeanActionDiffRMS,MeanActionEndOscRMS,MeanActionEndPeakToPeak,MeanActionEndOscFreqHz,MeanCaseCost,Score,ControllerName,EvalSetName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
7,0,0.276915355652431,3.14150060984752,1.58297169018851,0.370952286550941,0.363653519262341,1.79501889673774,6.64285714285714,0.00868182807759351,4.16580463298236,0.833160926596472,0.0405343020483577,0.0643384056284298,0.0645334292181488,0.55598161475999,57.0714285714286,13.261511205476,-13.261511205476,TD3,short_final,NaN,mathworks_style_single_run,NaN,29-Jun-2026 16:37:36
