CaseID,Theta1Error0,Theta2Error0,Omega1Error0,Omega2Error0,EvalSetName,SimTime,NumSamples,MaxAbsTheta1,MaxAbsTheta2Error,MaxAbsOmegaError,MaxAbsOmega1Error,MaxAbsOmega2Error,Theta2IAE,Theta2ISE,Theta1IAE,SettlingTimeTheta2,SettlingTimeTheta2Pct2,SettlingTimeBoth,FinalTheta2MAE,FinalTheta1MAE,FinalTheta2Bias,FinalTheta1Bias,FinalTheta2MaxAbsError,Theta2EndRMS,Theta2EndOscRMS,Theta2EndPeakToPeak,Theta2EndOscFreqHz,ActionEnergy,TorqueCommandEnergy,TorqueEnergy,CurrentEnergy,VoltageEnergy,ElectricalAbsEnergy,MeanAbsElectricalPower,DActionEnergy,DTorqueCommandEnergy,ActionDiffRMS,ActionEndRMS,ActionEndOscRMS,ActionEndPeakToPeak,ActionEndOscFreqHz,Terminated,Failed,CaseCost,ControllerName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
1,-0.785398163397448,-3.14159265358979,-5,-10,full_final,0.636,319,1.63880125801676,3.14159265358979,29.2412785694628,27.9942763951366,29.2412785694628,1.01333580590558,1.97940925313027,0.491283873466775,NaN,NaN,NaN,1.41847312747594,0.810857148340113,0.58675867889999,0.569428844121378,3.13793704508945,1.76590255521202,1.50735845805903,6.28037691116333,2.35849056603774,0.0242140866633224,0.387425386613158,0.00379487988168197,0.399198409644389,9.78133024654321,1.91045145036763,3.00385448171011,0.000103943729345911,0.00166309966953458,0.0127841126679722,0.194914681375891,0.194769980440004,0.715982913970947,3.14465408805031,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 16:31:33
2,-0.785398163397448,-3.14159265358979,-5,0,full_final,0.24,121,1.60445637342786,3.14159265358979,13.9798487532937,13.9798487532937,13.6629617166582,0.496385732346868,1.14973813792967,0.15893491068203,NaN,NaN,NaN,2.06892302928748,0.663250908490332,2.06892302928748,0.151616960382936,3.14159265358979,2.19026297255592,0.718894559607606,1.99571865400205,2.08333333333333,0.00301663952281858,0.0482662323650973,0.000496918132791822,0.0522727818847413,2.15039920933819,0.325629920484023,1.3567913353501,2.00016415263102e-05,0.000320026264420963,0.00912908390947813,0.111744383758626,0.0565861382015826,0.168109722901136,4.16666666666667,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 16:31:27
3,-0.785398163397448,-3.14159265358979,-5,10,full_final,0.586,294,1.60330957375557,3.14159265358979,19.9169496019541,19.9169496019541,19.7962540956173,1.50490673329081,3.9609288394531,0.27876820581872,NaN,NaN,NaN,2.50560309329722,0.429807864450497,-1.60930624847605,0.0293120726056219,3.13171753088897,2.59931136605425,1.91356803738787,6.27331018447876,1.70648464163823,0.00346883178398938,0.05550130854383,0.000575020396983712,0.0604886676642958,2.56003012409394,0.377477984456098,0.644160383030884,1.5807812750362e-05,0.000252925004005792,0.00519382226076188,0.07705449484021,0.0710099825584706,0.266698054969311,1.70648464163823,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 16:31:28
4,-0.785398163397448,-3.14159265358979,0,-10,full_final,0.282,142,1.6096402146041,3.14159265358979,15.33496900507,11.2517348856991,15.33496900507,0.469691205372198,0.916803616245705,0.191746640014462,NaN,NaN,NaN,1.66918643762589,0.68075771121846,1.62497820864598,0.293784600843243,3.14159265358979,1.80780023717801,0.79220421544358,6.28037691116333,5.31914893617021,0.00404043278643502,0.0646469245829603,0.000652297092678354,0.0686177086315166,2.09109381568635,0.365847191640584,1.29733046681058,3.42730430692377e-05,0.000548368689107803,0.0110243191953381,0.11947359554238,0.0990192214180564,0.267532803118229,5.31914893617021,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 16:31:32
5,-0.785398163397448,-3.14159265358979,0,0,full_final,0.212,107,1.63106532548091,3.14159265358979,14.7667080193408,14.7667080193408,13.1086916792369,0.476734874135572,1.16093859092126,0.145513004009146,NaN,NaN,NaN,2.24828178198496,0.68743340241305,2.24828178198496,0.275548829912495,3.14159265358979,2.34060591619405,0.650895601242742,1.88575809797178,2.35849056603774,0.00234282040984279,0.0374851265574846,0.000388174564673879,0.0408336162707565,2.04025002048333,0.285693681669333,1.34761170598742,1.62125100785734e-05,0.000259400161257175,0.00874494734942494,0.104826457694289,0.0244205580663338,0.0884194411337376,9.43396226415094,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 16:31:27
6,-0.785398163397448,-3.14159265358979,0,10,full_final,0.456,229,1.59804551291262,3.14159265358979,16.1386951517711,14.3434204107674,16.1386951517711,1.12738123704582,2.84646613262661,0.248414633868262,NaN,NaN,NaN,2.47164835086532,0.54582399936336,-1.22329486242781,-0.0251510275901991,3.14159265358979,2.49827982050728,2.1782910138711,6.27273941040039,2.19298245614035,0.00204573199062824,0.0327317118500519,0.000329940857859506,0.0347077825493234,1.54024314322381,0.22649385724277,0.496697055356952,8.20586637587511e-06,0.000131293862014002,0.00424208922580915,0.0671973554928003,0.0579933618652817,0.195060573518276,4.3859649122807,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 16:31:27
7,-0.785398163397448,-3.14159265358979,5,-10,full_final,0.216,109,1.60648790445301,3.14159265358979,15.1984748426489,13.1708839819337,15.1984748426489,0.398695509924797,0.842238060058036,0.136425840362441,NaN,NaN,NaN,1.84807239168599,0.633035473796804,1.79048001998739,0.305573581079226,3.14159265358979,1.97831691457338,0.841379291706823,6.28037691116333,6.94444444444444,0.00278293466109582,0.0445269545775332,0.000457355872768401,0.0481110714286286,1.96121617907058,0.302326720481572,1.39966074297024,2.42614983362067e-05,0.000388183973379307,0.0105981956745718,0.113068031223071,0.0729236452614462,0.204339077696204,4.62962962962963,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 16:31:32
8,-0.785398163397448,-3.14159265358979,5,0,full_final,0.192,97,1.62173936669848,3.14159265358979,16.2370413662301,16.2370413662301,10.8603510784937,0.483088038745088,1.26161336169666,0.134769358437508,NaN,NaN,NaN,2.51487307424885,0.702893981210811,2.25589908020659,0.348992311520521,3.14159265358979,2.56284359790573,1.2161770624582,6.28165769577026,7.8125,0.00147212397834288,0.0235539836534861,0.000234619476965855,0.0246805498451918,1.52773375543815,0.191051593250268,0.995060381511815,9.08735840217598e-06,0.000145397734434816,0.00687967962030209,0.087719129221822,0.028638576530409,0.100615173578262,28.6458333333333,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 16:31:27
9,-0.785398163397448,-3.14159265358979,5,10,full_final,0.45,226,1.60040730413293,3.14159265358979,22.0630547185319,21.2968706434312,22.0630547185319,0.989915429465303,2.27375329881218,0.265714363545179,NaN,NaN,NaN,2.20056215640788,0.591349986208751,-1.32155632227579,-0.201856180893636,3.14159265358979,2.24897889515775,1.81972386859047,6.264564037323,2.22222222222222,0.00206375589557317,0.0330200943291708,0.000333417309088883,0.0350734841908096,1.71240576758981,0.234719792914767,0.521599539810594,1.21766247868547e-05,0.000194825996589675,0.00520184257672321,0.067983950602715,0.0643489299727936,0.228422336280346,2.22222222222222,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 16:31:27
10,-0.785398163397448,-2.35619449019234,-5,-10,full_final,0.332,167,1.70410816265852,3.14159265358979,34.0600280071185,30.4815890634023,34.0600280071185,0.512953181139481,1.07654148513642,0.226219883184414,NaN,NaN,NaN,1.55361455800248,0.682173597898256,-0.21528802180475,0.353620419009661,3.14159265358979,1.81008583310293,1.79723726615807,6.26365041732788,4.51807228915663,0.00638489223831872,0.1021582758131,0.000986433510721465,0.103766838734671,3.46692142571064,0.58313630909901,1.75643466596087,6.60667324751724e-05,0.00105706771960276,0.0141066006590579,0.138844254507354,0.11816493790724,0.397681951522827,4.51807228915663,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,06-Jul-2026 16:31:27
