CaseID,Theta1Error0,Theta2Error0,Omega1Error0,Omega2Error0,EvalSetName,SimTime,NumSamples,MaxAbsTheta1,MaxAbsTheta2Error,MaxAbsOmegaError,Theta2IAE,Theta2ISE,Theta1IAE,SettlingTimeTheta2,SettlingTimeBoth,FinalTheta2MAE,FinalTheta1MAE,FinalTheta2Bias,FinalTheta1Bias,FinalTheta2MaxAbsError,ActionEnergy,TorqueCommandEnergy,TorqueEnergy,CurrentEnergy,VoltageEnergy,DActionEnergy,DTorqueCommandEnergy,Terminated,Failed,CaseCost,ControllerName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
1,-0.785398163397448,-3.14159265358979,-5,-10,full_final,0.235,4701,0.817171024577183,3.14159265358979,16.3935998119425,0.509350578493257,1.17048095542773,0.167933532741746,NaN,NaN,2.1674848517329,0.714710406576383,2.16614828817043,0.450568627968682,3.14159265358979,0.00522425216171937,3.01804026463759,0.00132386823673546,0.139262930886044,3.01804026463759,0.00374690305921975,0.0294404147500684,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 10:59:39
2,-0.785398163397448,-3.14159265358979,-5,0,full_final,0.235,4701,0.816963232329541,3.14159265358979,16.3307202972633,0.512055207950574,1.18079372812574,0.166410812889705,NaN,NaN,2.17899305564056,0.708231209365908,2.17765649207809,0.441902050728815,3.14159265358979,0.00602844907464411,3.51067387508096,0.00146424774610135,0.154030006164508,3.51067387508096,0.00479323013192501,0.035450081850588,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 10:59:40
3,-0.785398163397448,-3.14159265358979,-5,10,full_final,0.24,4801,2.16978984389891,3.14159265358979,16.3181266038918,0.522604778859755,1.20297712685943,0.172432261939271,NaN,NaN,2.17755674470527,0.718564842679408,2.17624802041717,0.456888533159694,3.14159265358979,0.00778565182702807,4.65182757196788,0.00178706529085511,0.18798845926155,4.65182757196788,0.00627703966096442,0.0440121605139879,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 10:59:39
4,-0.785398163397448,-3.14159265358979,0,-10,full_final,0.24,4801,0.785478235097998,3.14159265358979,15.9104126066196,0.52033971007009,1.19683006028156,0.173861232633815,NaN,NaN,2.16811767375849,0.72451804572957,2.16550022518228,0.45611443289826,3.14159265358979,0.00636452437199014,3.79911362408948,0.00160075837873781,0.168390099012524,3.79911362408948,0.00528294869144505,0.0382848531818579,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 10:59:39
5,-0.785398163397448,-3.14159265358979,0,0,full_final,0.24,4801,1.57786585699837,3.14159265358979,16.3681748427215,0.522961050967274,1.2069835473698,0.172039880963478,NaN,NaN,2.17903895260821,0.716929650339462,2.04685779950987,0.445878378069058,3.14159265358979,0.0104303876866305,6.14432314299132,0.00252481321250456,0.26559507823848,6.14432314299132,0.0114538418072289,0.0738433087777512,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 10:59:40
6,-0.785398163397448,-3.14159265358979,0,10,full_final,0.245,4901,3.16377047475496,3.14159265358979,16.3052825681953,0.533832408758466,1.23022308941684,0.177698815829562,NaN,NaN,2.17894460315147,0.725395189115222,2.04689644112867,0.459025735966282,3.14159265358979,0.015434307285675,8.71091861709493,0.00339367089453768,0.356993650970433,8.71091861709493,0.0168928311342866,0.104962226413664,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 10:59:39
7,-0.785398163397448,-3.14159265358979,5,-10,full_final,0.24,4801,1.24764014940659,3.14159265358979,15.6067111051036,0.525774629954064,1.2201770955231,0.171370356695492,NaN,NaN,2.19075952104174,0.714140225624833,2.02063926163755,0.432185176497965,3.14159265358979,0.00697526391108365,4.09645956503271,0.00163232415669648,0.171710627923364,4.09645956503271,0.0074817756811228,0.0509741836018851,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 10:59:40
8,-0.785398163397448,-3.14159265358979,5,0,full_final,0.245,4901,2.40079064120851,3.14159265358979,16.407481829044,0.535779947372721,1.24094202827614,0.177543215665546,NaN,NaN,2.18689042640488,0.72475999490089,2.02024133689251,0.446247583997086,3.14159265358979,0.0113748508391157,6.62630920719358,0.00261883439094176,0.275485537508666,6.62630920719358,0.0133094694276201,0.0845444964679078,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 10:59:39
9,-0.785398163397448,-3.14159265358979,5,10,full_final,5,100001,42.4793157891556,3.14159265358979,30.0496756718698,2.08574671575819,3.80980091330124,2.37362053980831,NaN,NaN,0.0304682746574955,0.102379468713789,0.0240393163770549,-0.0866259438257826,0.0844678542100452,0.041845265832441,24.4918398479198,0.0078808054052565,0.829013060382011,24.4918398479198,0.0273073959482726,0.165173337281674,0,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 10:59:49
10,-0.785398163397448,-2.35619449019234,-5,-10,full_final,0.08,1601,2.35545489136865,2.35784766387557,17.5503525904391,0.174902476947725,0.384006292778179,0.0909102785069617,NaN,NaN,2.1862547452048,1.1364222891689,-2.1862547452048,-1.1364222891689,2.35784766387557,0.011067526618092,6.7134588237546,0.00256075771493747,0.269376222478629,6.7134588237546,0.00660049747247502,0.0459044586836388,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 10:59:39
