CaseID,Theta1Error0,Theta2Error0,Omega1Error0,Omega2Error0,EvalSetName,SimTime,NumSamples,MaxAbsTheta1,MaxAbsTheta2Error,MaxAbsOmegaError,Theta2IAE,Theta2ISE,Theta1IAE,SettlingTimeTheta2,SettlingTimeBoth,FinalTheta2MAE,FinalTheta1MAE,FinalTheta2Bias,FinalTheta1Bias,FinalTheta2MaxAbsError,ActionEnergy,TorqueCommandEnergy,TorqueEnergy,CurrentEnergy,VoltageEnergy,DActionEnergy,DTorqueCommandEnergy,Terminated,Failed,CaseCost,ControllerName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
240,0.785398163397448,-0.349065850398866,0,10,full_final,5,100001,1.09234921017082,0.349065850398866,14.9599762116332,0.0903954434098542,0.0140764647672775,4.10148497670228,0.71985,NaN,1.33893683694009e-08,0.802312424488556,6.62320521497199e-09,-0.802312424488556,4.4581637936858e-08,0.00177958560481396,1.39096046456622,0.000624327334389504,0.0656754592388694,1.39096046456622,0.000576140173433851,0.0106369505228451,0,0,2.23165391261719,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:57
241,0.785398163397448,-0.349065850398866,5,-10,full_final,5,100001,1.24866727266244,3.14087547904219,36.706057875631,0.54597399293255,0.770524348022376,3.95696335030978,1.52205,NaN,4.58876538905215e-08,0.80231264305178,-1.37326111243811e-08,-0.80231264305178,1.10928576301669e-07,0.0125403706509364,7.80570050922467,0.00352679348966744,0.370997342765803,7.80570050922467,0.00299790344533643,0.0289168641308432,0,0,3.07108360310945,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:30:07
242,0.785398163397448,-0.349065850398866,5,0,full_final,5,100001,1.26902478239649,3.14112176293403,31.7753553371828,0.675249087248668,0.97159271338925,3.93928302031385,1.63875,NaN,4.86409256251215e-08,0.80231272170233,-4.00291107814184e-08,-0.80231272170233,1.35828915869704e-07,0.00860416581908909,4.95720230173374,0.00214514948178792,0.22565675022095,4.95720230173374,0.00354708676689927,0.02045527557612,0,0,3.32071056024222,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:58
243,0.785398163397448,-0.349065850398866,5,10,full_final,5,100001,1.04483558174758,0.349065850398866,10,0.0669255383414714,0.00652792781864734,4.0308667647936,0.82125,NaN,1.74090413948149e-08,0.802312399205353,8.35005628542494e-09,-0.802312399205353,4.42929883881504e-08,0.000351866044481676,0.272111633317393,0.000108517992650318,0.0114154364392182,0.272111633317393,9.65516849407651e-05,0.00194487353917778,0,0,2.14930553569327,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:30:07
244,0.785398163397448,0,-5,-10,full_final,0.06,1201,1.58479161468856,0.306553432007509,22.9686970706072,0.00826993074191286,0.00176175415491667,0.0685783138857594,NaN,NaN,0.137845038762915,1.14300697136073,0.107724724831555,1.14300697136073,0.306553432007509,0.00501009080210575,3.89678500726309,0.00169465001153837,0.178266930865312,3.89678500726309,0.00327111631268243,0.039684942884453,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:58
245,0.785398163397448,0,-5,0,full_final,5,100001,1.0337029154196,0.124369824842761,6.08731359329464,0.0476955060274623,0.00358395173168008,4.01669600306573,0.77145,NaN,2.33979839567005e-08,0.802312383580388,1.05489244530191e-08,-0.802312383580388,6.92486801234793e-08,0.000114915025512768,0.0667892573186566,9.47946256429506e-06,0.000997182123791724,0.0667892573186566,2.15939364230262e-06,2.44021598406038e-05,0,0,2.10374099167649,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:30:00
246,0.785398163397448,0,-5,10,full_final,0.29,5801,1.62263123903138,3.14109828214437,34.5780923302114,0.413918971375795,0.820631197332754,0.246953928894127,NaN,NaN,1.42710741145144,0.851626028716384,-0.0724028449006819,0.851626028716384,3.14109828214437,0.0100036210741168,5.98280512538933,0.00260486615017032,0.274016163068542,5.98280512538933,0.00714560106977228,0.0461184370282211,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:51
247,0.785398163397448,0,0,-10,full_final,5,100001,1.24290489138208,3.14131374917026,34.6470359848269,0.588551047584964,0.837296606399333,3.92949172931851,1.5821,NaN,4.40706899124409e-08,0.802312708479777,-2.88041552618785e-08,-0.802312708479777,1.20737460673078e-07,0.0103325435078252,5.97947475381434,0.00264499042429433,0.278236994008606,5.97947475381434,0.00398409026457173,0.0235069537900744,0,0,3.14251235299917,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:30:06
248,0.785398163397448,0,0,0,full_final,5,100001,1.00525631721537,0.109626157529119,5.81310052193694,0.0731084652618297,0.00546330735476189,3.97834625019762,1.0307,NaN,1.29282436990173e-08,0.802312430195907,8.09505490119741e-09,-0.802312430195907,6.02979848274288e-08,0.000294044898184018,0.230997460061978,7.14458449560328e-05,0.00751567073830716,0.230997460061978,0.00031258118368813,0.00303301959220878,0,0,2.13542901838013,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:57
249,0.785398163397448,0,0,10,full_final,5,100001,1.23948733540384,0.304716431040906,27.7680717190226,0.0822648834652911,0.0138091680580956,4.33047313982415,0.6479,NaN,1.55445662670484e-08,0.802312407700277,5.5956082202192e-09,-0.802312407700277,6.26232741218757e-08,0.00419274965437638,3.13630772980527,0.00135702072971576,0.142750372619674,3.13630772980527,0.00139995524695667,0.0224894208001626,0,0,2.33004265844802,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:30:15
