NumCases,FailureRate,MeanFinalTheta2MAE,MaxFinalTheta2Error,MeanTheta2IAE,MeanTheta2EndRMS,MeanTheta2EndOscRMS,MeanTheta2EndPeakToPeak,MeanTheta2EndOscFreqHz,MeanTorqueEnergy,MeanElectricalAbsEnergy,MeanAbsElectricalPower,MeanDActionEnergy,MeanActionDiffRMS,MeanActionEndOscRMS,MeanActionEndPeakToPeak,MeanActionEndOscFreqHz,MeanCaseCost,Score,ControllerName,EvalSetName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
7,0,0.00523232280048186,0.00805881175590795,0.256589006356631,0.00576022214427438,0.00575940433190757,0.0157738807730915,9.64285714285714,0.000945433993788933,0.455301562934701,0.0910603125869401,0.00539518231684496,0.0278380927550317,0.0128728106834294,0.0441670550831727,9.57142857142857,1.06993038207579,-1.06993038207579,TD3,short_final,NaN,mathworks_style_single_run,NaN,26-Jun-2026 16:58:56
