CaseID,Theta1Error0,Theta2Error0,Omega1Error0,Omega2Error0,EvalSetName,SimTime,NumSamples,MaxAbsTheta1,MaxAbsTheta2Error,MaxAbsOmegaError,MaxAbsOmega1Error,MaxAbsOmega2Error,Theta2IAE,Theta2ISE,Theta1IAE,SettlingTimeTheta2,SettlingTimeTheta2Pct2,SettlingTimeBoth,FinalTheta2MAE,FinalTheta1MAE,FinalTheta2Bias,FinalTheta1Bias,FinalTheta2MaxAbsError,Theta2EndRMS,Theta2EndOscRMS,Theta2EndPeakToPeak,Theta2EndOscFreqHz,ActionEnergy,TorqueCommandEnergy,TorqueEnergy,CurrentEnergy,VoltageEnergy,ElectricalAbsEnergy,MeanAbsElectricalPower,DActionEnergy,DTorqueCommandEnergy,ActionDiffRMS,ActionEndRMS,ActionEndOscRMS,ActionEndPeakToPeak,ActionEndOscFreqHz,Terminated,Failed,CaseCost,ControllerName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
1,-0.785398163397448,-3.14159265358979,-5,-10,full_final,1,20001,0.88938316053155,3.14159265358979,17.3488721425451,7.31318410029627,17.3488721425451,1.5597676437381,2.91032502956106,0.528554866529577,NaN,NaN,NaN,1.28029936926175,0.459973192816291,-1.28029936926175,-0.457535789158304,2.71590636079591,1.70605118411581,1.70296105809641,6.28268530779252,1,0.0833066295210161,0.00179904200292563,0.00178179276198705,0.187433821116323,4.02004408235652,0.860097614887515,0.860097614887515,0.0015161805417864,1.87675194560415e-06,0.0389381630510017,0.290172571432078,0.290070525303493,1.87163811922073,5.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 17:45:35
2,-0.785398163397448,-3.14159265358979,-5,0,full_final,1,20001,0.815829421619812,3.14159265358979,11.4694533051858,6.30364339335336,11.4694533051858,2.41243706632177,5.95319007000765,0.305655016584264,NaN,NaN,NaN,2.27436443384834,0.280689911365132,0.489271155665028,-0.177169171528593,3.14139987574798,2.43993909236591,2.31614814328076,6.28318530322785,1.5,0.0514418413020628,0.00111000535362837,0.00109305885213342,0.114983179711603,2.5592713189153,0.529756568183815,0.529756568183815,0.00229162148371296,1.88239328056265e-06,0.0478708834649306,0.228049412287675,0.227345560725856,1.63894355297089,10,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 17:45:31
3,-0.785398163397448,-3.14159265358979,-5,10,full_final,1,20001,1.00754684584256,3.14159265358979,11.4928883459655,5.94750495225623,11.4928883459655,2.52193401087017,6.47363984837319,0.499167430175326,NaN,NaN,NaN,2.40739208144591,0.340771592165204,-0.883216294613395,-0.182126694924136,3.14158603585847,2.54436595947171,2.42429168978384,6.28317868944826,1.5,0.0316394451484518,0.000694849688405022,0.000682063622837272,0.0717489675568465,1.63169790743845,0.331454097859763,0.331454097859763,0.00137499587667103,1.64723646480849e-06,0.0370809368364802,0.180081673588399,0.179743384975478,1.62828481197357,5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 17:45:35
4,-0.785398163397448,-3.14159265358979,0,-10,full_final,1,20001,0.849087205454615,3.14159265358979,13.7153517116779,5.94900682430413,13.7153517116779,2.15190001612996,4.85828958224446,0.481966488233646,NaN,NaN,NaN,2.0252725357766,0.474766844580862,-0.27859876209063,-0.446877779837462,3.14153156302722,2.20416760096224,2.14732836044887,6.28312421661702,1.5,0.07491651273966,0.00158637296459211,0.00156638768419285,0.164774509842772,3.62727082321919,0.76590493543099,0.76590493543099,0.00157851005265085,1.57546209946902e-06,0.0397304675614427,0.275555083604958,0.2755016736628,1.74911147356033,5.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 17:45:31
5,-0.785398163397448,-3.14159265358979,0,0,full_final,1,20001,0.785398163397448,3.14159265358979,11.5201447337801,7.21485094126906,11.5201447337801,2.54185502223867,6.62158278443045,0.28709351693888,NaN,NaN,NaN,2.30894369919679,0.26578460132494,0.535603036993152,-0.144079457541843,3.14139655582284,2.57326116987825,2.4219613070836,6.28318529947328,1.5,0.0449289627787341,0.00096196098825375,0.000947813233270759,0.0997042191474829,2.2768816897162,0.462957546643853,0.462957546643853,0.00277220522959026,1.55138645182295e-06,0.0526517352951473,0.211920578991552,0.211809252822838,1.3935335278511,9,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 17:45:35
6,-0.785398163397448,-3.14159265358979,0,10,full_final,1,20001,1.01365029132334,3.14159265358979,12.0381042501666,5.45064493439641,12.0381042501666,2.31430155919984,5.50533372448746,0.579425775158685,NaN,NaN,NaN,2.23262418560479,0.436740937554889,-0.147651540388587,-0.436740937554889,3.14157634057819,2.34636583085918,2.2761451169168,6.28287245997924,1,0.0442202659108024,0.000942942689368363,0.000937178938776603,0.0985855556898464,2.13831558255321,0.453100453207419,0.453100453207419,0.000599315710483214,3.25985454253617e-07,0.0244809254417233,0.210200296273858,0.209883421826461,1.31413924694061,9.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 17:45:31
7,-0.785398163397448,-3.14159265358979,5,-10,full_final,1,20001,0.785398163397448,3.14159265358979,11.0439843095082,5.94807984825368,11.0439843095082,2.39512221755978,5.85704191357726,0.325300879003385,NaN,NaN,NaN,2.3249470734158,0.307166284303934,0.595685412878388,-0.243357386987281,3.14134268015127,2.42016060169947,2.30139045403618,6.28290842310385,1.5,0.0499172240230669,0.00107768802251408,0.00106547222136155,0.112081233016336,2.44567320365975,0.513508526008047,0.513508526008047,0.00172233743533933,1.42128038906733e-06,0.0415010534244533,0.224242407702942,0.22397452275841,1.35003364086151,7,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 17:45:34
8,-0.785398163397448,-3.14159265358979,5,0,full_final,0.716,14321,1.582308184121,3.14159265358979,6.88115966495213,6.88115966495213,5.96328937944104,1.95162635464747,5.35198716519707,0.488289698366841,NaN,NaN,NaN,2.69580816648743,0.608666438031739,1.79962816360393,0.148831684296793,3.14149487724759,2.73404306628736,2.70262506870885,6.28308753083739,0.698324022346369,0.00675040599255524,0.00015374057352011,0.000148451360698705,0.0156161852148539,0.566663284732332,0.085079217294012,0.11882572247767,0.000572776201384431,7.75502950422227e-07,0.028283683665854,0.100066940554822,0.0991472157784075,1.1243844628334,5.58659217877095,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 17:45:30
9,-0.785398163397448,-3.14159265358979,5,10,full_final,1,20001,0.95757910891206,3.14159265358979,15.3854285556432,8.14860917377726,15.3854285556432,2.03703211901932,4.43545006981137,0.568685494860792,NaN,NaN,NaN,1.96491437966378,0.412694222818893,0.666784769534498,-0.401656187953071,3.14138901354997,2.10606783297567,2.08592320696526,6.28318304472661,1,0.0756490871969195,0.00162969272077122,0.00161959204362055,0.1703712866399,3.65889442139059,0.781368453241853,0.781368453241853,0.000610226932018674,9.25751306508663e-07,0.0247027717476941,0.275795541889998,0.274365948025957,1.48271298408508,4.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 17:45:35
10,-0.785398163397448,-2.35619449019234,-5,-10,full_final,1,20001,0.871974123476368,3.14144741418502,17.8527053437436,7.37284987670449,17.8527053437436,1.47612052115051,2.78694203316222,0.506556564805512,NaN,NaN,NaN,1.20789268846192,0.463815604990383,-0.854608432047633,-0.463747591699808,3.14125286002568,1.66942397853912,1.66211189267017,6.28250982302896,1,0.0748400050688438,0.00162127449204571,0.00160699316654349,0.169045960977619,3.73441181102304,0.786521751050464,0.786521751050464,0.00100389504967709,1.60238495732149e-06,0.0316843028908179,0.275131768114481,0.272364002814262,1.75734579563141,5.5,1,1,1000,TD3,NaN,mathworks_style_single_run,NaN,08-Jul-2026 17:45:31
