NumCases,FailureRate,MeanFinalTheta2MAE,MaxFinalTheta2Error,MeanTheta2IAE,MeanTheta2EndRMS,MeanTheta2EndOscRMS,MeanTheta2EndPeakToPeak,MeanTheta2EndOscFreqHz,MeanTorqueEnergy,MeanElectricalAbsEnergy,MeanAbsElectricalPower,MeanDActionEnergy,MeanActionDiffRMS,MeanActionEndOscRMS,MeanActionEndPeakToPeak,MeanActionEndOscFreqHz,MeanCaseCost,Score,ControllerName,EvalSetName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
7,1,0.606818009514637,3.14127734206684,0.676493210498319,0.920343386390183,0.881364827136807,4.20383961991029,0.719338970397333,0.000663402164937527,0.322701025052652,0.332654736179193,0.00206080602474581,0.0442338483324115,0.169116524929578,1.2979099878243,10.5435550626444,1000,-1000,TD3,short_final,NaN,mathworks_style_single_run,NaN,08-Jul-2026 17:45:25
