TestName,SourceType,StartTime,EndTime,NumSamples,MedianDt,MedianFs,MaxAbsTheta1,MaxAbsTheta2Wrapped,MaxAbsTheta2UprightError,MaxAbsOmega1,MaxAbsOmega2,MeanCurrentCommand,MaxAbsCurrentCommand,MaxAbsCurrent,CurrentAbsIntegral,EnableOffTime
swingup_500hz_long_sim_detailed_closed_loop_scale1p0_lim4a_20260707,simulation,0,10,5001,0.002,500,1.08070242404938,3.14159265358979,3.14159265358979,22.8390820781419,35.2318251403777,0.00714871779085975,3.99836134910583,4.00061674655209,9.49829104269363,NaN
