TestName,SourceType,StartTime,EndTime,NumSamples,MedianDt,MedianFs,MaxAbsTheta1,MaxAbsTheta2Wrapped,MaxAbsTheta2UprightError,MaxAbsOmega1,MaxAbsOmega2,MeanCurrentCommand,MaxAbsCurrentCommand,MaxAbsCurrent,CurrentAbsIntegral,EnableOffTime
swingup_500hz_long_sim_detailed_closed_loop_scale1p0_lim3a_20260708,simulation,0,10,5001,0.002,500,1.09975814819336,3.14159265358979,3.14159265358979,16.6474712452707,26.8238551166405,0.00455785668490448,3,3.0397321606644,17.3435710267207,NaN
